Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Ryan Johansen,CBJ,22,F,82,26,45,71,40,-6,19:30,15:17,2:52,1:20,17,7,2,0,0,26,19,0,10,3,43,26,2,10,3,36.6%,0.975,1.688,2.664,0.813,1.244,2.057,1.785,4.846,6.631,0.317,0.549,0.866,202,12.9%,84,33,851,787,51.95%
Joe Pavelski,SJS,30,F,82,37,33,70,29,12,20:07,15:18,3:16,1:32,18,19,0,5,0,21,12,0,3,1,39,31,0,8,1,44.3%,1.345,1.2,2.545,0.86,1.003,1.863,4.246,2.682,6.927,0.451,0.402,0.854,261,14.2%,97,86,642,505,55.97%
Evgeni Malkin,PIT,28,F,69,28,42,70,60,-2,18:58,15:14,3:38,0:05,19,9,0,4,1,25,17,0,10,2,44,26,0,14,3,37.1%,1.283,1.925,3.208,1.084,1.426,2.51,2.149,4.059,6.208,0.406,0.609,1.014,212,13.2%,24,18,322,433,42.65%
Ryan Getzlaf,ANA,29,F,77,25,45,70,62,15,20:05,15:21,3:02,1:42,22,3,0,6,2,33,10,2,7,3,55,13,2,13,5,18.6%,0.969,1.745,2.714,1.117,1.675,2.792,0.769,2.564,3.333,0.325,0.584,0.909,191,13.1%,100,95,632,617,50.60%
Rick Nash,NYR,30,F,79,42,27,69,36,29,17:27,13:25,2:41,1:20,32,6,4,8,0,20,6,1,4,0,52,12,5,12,0,17.4%,1.828,1.175,3.003,1.81,1.131,2.942,1.698,1.698,3.396,0.532,0.342,0.873,304,13.8%,45,33,2,2,50.00%
Max Pacioretty,MTL,26,F,80,37,30,67,32,38,19:23,15:15,2:34,1:33,27,7,3,10,2,24,4,2,6,1,51,11,5,16,3,16.4%,1.431,1.16,2.591,1.328,1.18,2.508,2.035,1.163,3.198,0.463,0.375,0.838,302,12.3%,106,38,2,7,22.22%
Logan Couture,SJS,25,F,82,27,40,67,12,-6,19:04,14:23,3:12,1:27,19,6,2,4,0,22,18,0,10,1,41,24,2,14,1,35.8%,1.036,1.535,2.57,0.966,1.118,2.084,1.366,4.097,5.462,0.329,0.488,0.817,263,10.3%,85,71,477,513,48.18%
Jonathan Toews,CHI,26,F,81,28,38,66,36,30,19:33,14:47,3:22,1:22,20,6,2,7,1,26,11,1,5,0,46,17,3,12,1,25.8%,1.06,1.439,2.499,1.001,1.301,2.303,1.314,2.409,3.723,0.346,0.469,0.815,192,14.6%,56,16,947,728,56.54%
Erik Karlsson,OTT,24,D,82,21,45,66,42,7,27:15,21:53,4:48,0:33,15,6,0,3,1,21,24,0,13,3,36,30,0,16,4,45.5%,0.564,1.208,1.772,0.501,0.702,1.203,0.914,3.657,4.572,0.256,0.549,0.805,292,7.2%,93,89,0,0,0.00%
Henrik Zetterberg,DET,34,F,77,17,49,66,32,-6,19:06,15:47,3:13,0:05,13,4,0,3,1,25,24,0,10,2,38,28,0,13,3,42.4%,0.693,1.998,2.691,0.641,1.233,1.874,0.966,5.798,6.765,0.221,0.636,0.857,227,7.5%,55,26,541,523,50.85%
Nikita Kucherov,TBL,21,F,82,29,36,65,37,38,14:57,12:43,2:12,0:01,27,2,0,2,0,23,13,0,5,1,50,15,0,7,1,23.1%,1.419,1.762,3.181,1.554,1.323,2.877,0.663,4.309,4.972,0.354,0.439,0.793,191,15.2%,65,28,0,2,0.00%
Pavel Datsyuk,DET,36,F,63,26,39,65,8,12,19:03,16:04,2:52,0:06,18,8,0,5,1,23,16,0,9,2,41,24,0,14,3,36.9%,1.3,1.95,3.249,1.066,1.363,2.429,2.654,5.308,7.962,0.413,0.619,1.032,165,15.8%,51,28,601,521,53.57%
Joe Thornton,SJS,35,F,78,16,49,65,30,-4,18:25,14:54,3:08,0:22,12,4,0,0,0,31,18,0,6,0,43,22,0,6,0,33.8%,0.668,2.046,2.714,0.619,1.6,2.219,0.978,4.401,5.379,0.205,0.628,0.833,131,12.2%,39,26,554,401,58.01%
Patrick Kane,CHI,26,F,61,27,37,64,10,10,19:51,16:07,3:40,0:02,21,6,0,5,0,21,16,0,6,1,42,22,0,11,1,34.4%,1.338,1.833,3.171,1.28,1.28,2.561,1.605,4.279,5.884,0.443,0.607,1.049,186,14.5%,22,14,3,4,42.86%
Mark Stone,OTT,22,F,80,26,38,64,14,21,17:01,13:13,2:23,1:23,20,5,1,6,2,30,8,0,10,1,50,13,1,16,3,20.3%,1.146,1.674,2.82,1.134,1.7,2.834,1.567,2.507,4.073,0.325,0.475,0.8,157,16.6%,49,53,7,11,38.89%
Alexander Steen,STL,30,F,74,24,40,64,33,8,19:58,14:55,3:17,1:45,16,8,0,5,1,24,16,0,6,0,40,24,0,11,1,37.5%,0.974,1.623,2.597,0.869,1.303,2.172,1.966,3.933,5.899,0.324,0.541,0.865,223,10.8%,32,37,218,215,50.35%
Johnny Gaudreau,CGY,21,F,80,24,40,64,14,11,17:43,14:54,2:48,0:00,16,8,0,4,0,27,13,0,8,2,43,21,0,12,2,32.8%,1.016,1.693,2.709,0.805,1.358,2.163,2.14,3.478,5.618,0.3,0.5,0.8,167,14.4%,14,27,3,5,37.50%
Kyle Turris,OTT,25,F,82,24,40,64,36,5,19:12,15:27,3:01,0:44,19,4,1,6,1,28,12,0,8,3,47,16,1,14,4,25.0%,0.914,1.523,2.437,0.9,1.326,2.226,0.966,2.897,3.863,0.293,0.488,0.78,215,11.2%,48,40,737,735,50.07%
Anze Kopitar,LAK,27,F,79,16,48,64,10,-2,19:23,14:52,2:50,1:40,10,6,0,4,0,30,18,0,11,0,40,24,0,15,0,37.5%,0.627,1.88,2.507,0.511,1.532,2.043,1.604,4.813,6.418,0.203,0.608,0.81,134,11.9%,105,46,752,678,52.59%
Radim Vrbata,VAN,33,F,79,31,32,63,20,6,16:36,13:36,2:54,0:05,19,12,0,7,0,21,11,0,6,1,40,23,0,13,1,36.5%,1.417,1.463,2.88,1.06,1.172,2.232,3.126,2.865,5.991,0.392,0.405,0.797,267,11.6%,44,25,5,4,55.56%
Jaden Schwartz,STL,22,F,75,28,35,63,16,13,18:14,14:46,2:20,1:07,20,8,0,4,1,25,8,2,4,0,45,16,2,8,1,25.4%,1.228,1.535,2.762,1.083,1.354,2.437,2.731,2.731,5.462,0.373,0.467,0.84,184,15.2%,54,46,68,78,46.58%
Filip Forsberg,NSH,20,F,82,26,37,63,24,15,17:19,14:28,2:49,0:01,20,6,0,6,2,24,13,0,9,1,44,19,0,15,3,30.2%,1.098,1.562,2.66,1.011,1.213,2.224,1.55,3.358,4.909,0.317,0.451,0.768,237,11.0%,108,28,3,4,42.86%
Jordan Eberle,EDM,24,F,81,24,39,63,24,-16,19:02,16:20,2:37,0:04,18,6,0,2,0,24,15,0,3,0,42,21,0,5,0,33.3%,0.934,1.517,2.451,0.816,1.088,1.904,1.695,4.237,5.932,0.296,0.481,0.778,183,13.1%,62,36,1,5,16.67%
Ondrej Palat,TBL,23,F,75,16,47,63,24,31,17:25,13:18,2:20,1:46,12,3,1,5,1,38,8,1,7,1,50,11,2,12,2,17.5%,0.734,2.157,2.891,0.721,2.283,3.004,1.025,2.732,3.757,0.213,0.627,0.84,139,11.5%,124,50,10,25,28.57%
Zach Parise,MIN,30,F,74,33,29,62,41,21,19:11,15:29,3:17,0:24,22,11,0,3,0,24,5,0,9,2,46,16,0,12,2,25.8%,1.394,1.225,2.62,1.152,1.256,2.408,2.705,1.23,3.935,0.446,0.392,0.838,259,12.7%,86,56,2,10,16.67%
Sean Monahan,CGY,20,F,81,31,31,62,12,8,19:37,15:56,2:50,0:50,20,10,1,8,3,21,9,1,5,1,41,19,2,13,4,30.6%,1.17,1.17,2.341,0.929,0.975,1.904,2.614,2.353,4.967,0.383,0.383,0.765,191,16.2%,39,42,902,928,49.29%
Jeff Carter,LAK,29,F,82,28,34,62,28,7,17:58,13:47,2:46,1:24,17,10,1,5,0,28,5,1,8,0,45,15,2,13,0,24.2%,1.14,1.384,2.524,0.902,1.486,2.388,2.637,1.318,3.955,0.341,0.415,0.756,218,12.8%,76,33,627,566,52.56%
Andrew Ladd,WPG,29,F,81,24,38,62,72,9,20:04,15:04,3:12,1:47,15,9,0,6,1,27,10,1,6,1,42,19,1,12,2,30.6%,0.886,1.402,2.288,0.737,1.327,2.064,2.079,2.31,4.389,0.296,0.469,0.765,224,10.7%,212,38,7,13,35.00%
Jason Spezza,DAL,31,F,82,17,45,62,28,-7,17:13,13:30,3:39,0:03,13,4,0,1,0,23,22,0,5,1,36,26,0,6,1,41.9%,0.722,1.912,2.634,0.704,1.246,1.95,0.8,4.401,5.201,0.207,0.549,0.756,204,8.3%,16,26,682,580,54.04%
Mike Ribeiro,NSH,34,F,82,15,47,62,52,11,18:44,15:48,2:54,0:01,14,1,0,3,0,36,11,0,10,3,50,12,0,13,3,19.4%,0.585,1.835,2.42,0.648,1.666,2.314,0.252,2.768,3.019,0.183,0.573,0.756,96,15.6%,42,19,582,766,43.18%
Blake Wheeler,WPG,28,F,79,26,35,61,73,26,19:39,14:40,3:15,1:44,20,2,4,6,0,24,10,1,3,0,44,12,5,9,0,19.7%,1.004,1.352,2.356,1.035,1.242,2.278,0.467,2.334,2.801,0.329,0.443,0.772,244,10.7%,128,54,22,26,45.83%
Phil Kessel,TOR,27,F,82,25,36,61,30,-34,18:47,15:05,3:41,0:00,17,8,0,4,1,19,17,0,5,1,36,25,0,9,2,41.0%,0.973,1.402,2.375,0.824,0.921,1.746,1.585,3.367,4.952,0.305,0.439,0.744,280,8.9%,18,13,2,3,40.00%
Marian Hossa,CHI,35,F,82,22,39,61,32,17,18:33,14:32,2:28,1:31,15,6,1,2,0,28,11,0,9,0,43,17,1,11,0,27.9%,0.868,1.538,2.406,0.755,1.409,2.163,1.77,3.246,5.016,0.268,0.476,0.744,247,8.9%,62,26,4,3,57.14%
Scott Hartnell,CBJ,32,F,77,28,32,60,100,1,17:17,14:34,2:39,0:03,20,8,0,2,0,24,8,0,4,0,44,16,0,6,0,26.7%,1.261,1.442,2.703,1.069,1.283,2.351,2.342,2.342,4.684,0.364,0.416,0.779,204,13.7%,160,38,7,7,50.00%
Tomas Plekanec,MTL,32,F,82,26,34,60,46,8,19:09,15:02,2:11,1:55,16,7,3,5,0,24,9,1,5,1,40,16,4,10,1,26.7%,0.993,1.299,2.292,0.778,1.167,1.945,2.339,3.007,5.346,0.317,0.415,0.732,248,10.5%,47,55,777,780,49.90%
Derick Brassard,NYR,27,F,80,19,41,60,34,9,17:23,14:24,2:44,0:14,13,6,0,3,2,29,12,0,9,0,42,18,0,12,2,30.0%,0.819,1.768,2.587,0.677,1.51,2.187,1.638,3.276,4.914,0.238,0.513,0.75,168,11.3%,106,13,671,705,48.76%
Brent Burns,SJS,29,D,82,17,43,60,65,-9,23:57,18:37,3:23,1:56,10,7,0,2,1,26,17,0,6,0,36,24,0,8,1,40.0%,0.519,1.313,1.833,0.393,1.022,1.415,1.507,3.659,5.166,0.207,0.524,0.732,245,6.9%,148,124,0,0,0.00%
P.K. Subban,MTL,25,D,82,15,45,60,74,21,26:12,20:21,3:41,2:09,7,8,0,5,1,32,13,0,11,3,39,21,0,16,4,35.0%,0.419,1.257,1.675,0.252,1.15,1.402,1.588,2.581,4.169,0.183,0.549,0.732,170,8.8%,97,142,0,0,0.00%
Jarome Iginla,COL,37,F,82,29,30,59,42,0,18:08,15:14,2:46,0:07,21,8,0,2,0,25,5,0,3,0,46,13,0,5,0,22.0%,1.17,1.21,2.38,1.009,1.201,2.209,2.104,1.315,3.42,0.354,0.366,0.72,189,15.3%,99,47,57,71,44.53%
Gabriel Landeskog,COL,22,F,82,23,36,59,79,-2,18:30,15:33,2:29,0:27,15,8,0,2,0,27,9,0,3,0,42,17,0,5,0,28.8%,0.909,1.423,2.333,0.706,1.27,1.976,2.352,2.646,4.997,0.28,0.439,0.72,214,10.8%,169,73,16,29,35.56%
David Backes,STL,30,F,80,26,32,58,104,7,18:38,14:24,2:25,1:48,16,10,0,3,0,26,6,0,5,1,42,16,0,8,1,27.6%,1.046,1.287,2.334,0.833,1.354,2.186,3.101,1.861,4.962,0.325,0.4,0.725,183,14.2%,227,87,617,513,54.60%
Patrick Marleau,SJS,35,F,82,19,38,57,12,-17,19:35,14:54,3:16,1:24,12,7,0,4,0,21,17,0,5,0,33,24,0,9,0,42.1%,0.71,1.419,2.129,0.589,1.031,1.62,1.56,3.789,5.349,0.232,0.463,0.695,233,8.2%,85,28,171,185,48.03%
Tomas Tatar,DET,24,F,82,29,27,56,28,6,16:13,13:43,2:29,0:00,20,9,0,7,0,17,10,0,2,0,37,19,0,9,0,33.9%,1.308,1.218,2.526,1.066,0.906,1.973,2.643,2.937,5.58,0.354,0.329,0.683,211,13.7%,90,18,6,6,50.00%
James van Riemsdyk,TOR,25,F,82,27,29,56,43,-33,19:05,14:53,3:33,0:38,17,9,1,4,1,19,10,0,4,0,36,19,1,8,1,33.9%,1.035,1.112,2.147,0.835,0.934,1.769,1.852,2.057,3.909,0.329,0.354,0.683,248,10.9%,83,29,21,33,38.89%
Ryan Nugent-Hopkins,EDM,21,F,76,24,32,56,25,-12,20:38,16:16,2:43,1:38,22,2,0,2,1,19,12,1,4,0,41,14,1,6,1,25.0%,0.918,1.224,2.142,1.067,0.921,1.988,0.581,3.485,4.066,0.316,0.421,0.737,189,12.7%,92,37,620,736,45.72%
Dennis Wideman,CGY,31,D,80,15,41,56,34,6,24:38,20:11,3:05,1:22,9,6,0,2,1,26,15,0,9,1,35,21,0,11,2,37.5%,0.457,1.248,1.704,0.334,0.966,1.3,1.458,3.645,5.103,0.188,0.513,0.7,173,8.7%,94,184,0,0,0.00%
Corey Perry,ANA,29,F,67,33,22,55,67,13,18:06,15:04,2:46,0:14,29,4,0,3,1,19,3,0,2,2,48,7,0,5,3,12.7%,1.633,1.088,2.721,1.723,1.129,2.852,1.288,0.966,2.253,0.493,0.328,0.821,193,17.1%,64,27,3,9,25.00%
Patrice Bergeron,BOS,29,F,81,23,32,55,44,2,18:07,14:02,2:20,1:44,18,4,1,4,1,21,10,1,4,0,39,14,2,8,1,25.5%,0.94,1.307,2.247,0.95,1.108,2.057,1.265,3.161,4.426,0.284,0.395,0.679,234,9.8%,57,60,1175,776,60.23%
Alex Tanguay,COL,35,F,80,22,33,55,40,-1,18:09,14:20,2:23,1:25,19,2,1,4,0,21,12,0,4,0,40,14,1,8,0,25.5%,0.909,1.363,2.271,0.994,1.098,2.092,0.628,3.767,4.395,0.275,0.413,0.688,104,21.2%,45,39,12,16,42.86%
Matt Duchene,COL,23,F,82,21,34,55,16,3,18:34,16:06,2:18,0:09,19,2,0,4,0,29,5,0,5,0,48,7,0,9,0,12.7%,0.827,1.34,2.167,0.863,1.317,2.179,0.636,1.59,2.226,0.256,0.415,0.671,207,10.1%,43,74,635,582,52.18%
T.J. Oshie,STL,28,F,72,19,36,55,51,17,18:50,15:09,2:21,1:19,16,3,0,4,1,26,10,0,4,0,42,13,0,8,1,23.6%,0.841,1.593,2.434,0.88,1.43,2.31,1.06,3.532,4.591,0.264,0.5,0.764,162,11.7%,99,39,3,10,23.08%
Ryan O'Reilly,COL,23,F,82,17,38,55,12,-5,19:43,15:17,2:37,1:48,14,2,1,1,1,27,10,1,6,0,41,12,2,7,1,21.8%,0.631,1.41,2.041,0.67,1.292,1.962,0.557,2.787,3.345,0.207,0.463,0.671,171,9.9%,38,48,713,621,53.45%
Derek Stepan,NYR,24,F,68,16,39,55,22,26,18:10,13:55,2:40,1:35,11,3,2,3,1,29,7,3,10,1,40,10,5,13,2,18.2%,0.777,1.893,2.669,0.697,1.838,2.535,0.993,2.316,3.309,0.235,0.574,0.809,155,10.3%,36,27,543,689,44.07%
Roman Josi,NSH,24,D,81,15,40,55,26,15,26:28,20:55,3:06,2:26,12,3,0,4,1,25,12,3,8,3,37,15,3,12,4,27.3%,0.42,1.119,1.539,0.425,0.885,1.31,0.715,2.861,3.576,0.185,0.494,0.679,201,7.5%,53,209,0,1,0.00%
John Carlson,WSH,24,D,82,12,43,55,28,11,23:04,18:22,1:44,2:57,8,3,1,3,0,30,13,0,4,1,38,16,1,7,1,29.1%,0.381,1.364,1.744,0.319,1.195,1.513,1.263,5.472,6.735,0.146,0.524,0.671,193,6.2%,74,200,0,0,0.00%
Gustav Nyquist,DET,25,F,82,27,27,54,26,-11,16:39,13:37,3:00,0:01,13,14,0,4,1,17,10,0,6,0,30,24,0,10,1,44.4%,1.186,1.186,2.372,0.698,0.913,1.61,3.404,2.432,5.836,0.329,0.329,0.659,195,13.9%,43,31,1,8,11.11%
Ryan Callahan,TBL,29,F,77,24,30,54,41,9,17:44,14:30,3:02,0:10,14,10,0,4,0,24,6,0,6,0,38,16,0,10,0,29.6%,1.054,1.318,2.373,0.752,1.289,2.041,2.557,1.534,4.091,0.312,0.39,0.701,191,12.6%,184,46,15,16,48.39%
Eric Staal,CAR,30,F,77,23,31,54,41,-13,18:50,16:08,2:36,0:06,16,7,0,4,0,21,10,0,2,1,37,17,0,6,1,31.5%,0.951,1.282,2.232,0.773,1.014,1.787,2.092,2.989,5.081,0.299,0.403,0.701,244,9.4%,65,27,343,326,51.27%
Bobby Ryan,OTT,27,F,78,18,36,54,24,5,17:28,14:12,3:06,0:09,14,4,0,5,1,26,10,0,3,1,40,14,0,8,2,25.9%,0.792,1.585,2.377,0.758,1.407,2.165,0.992,2.479,3.471,0.231,0.462,0.692,221,8.1%,110,33,4,7,36.36%
Jason Pominville,MIN,32,F,82,18,36,54,8,9,18:17,14:54,3:21,0:01,15,3,0,4,0,25,11,0,5,1,40,14,0,9,1,25.9%,0.72,1.441,2.161,0.736,1.227,1.963,0.655,2.401,3.055,0.22,0.439,0.659,252,7.1%,44,32,39,48,44.83%
Jonathan Huberdeau,FLA,21,F,79,15,39,54,38,10,16:44,14:16,2:20,0:07,15,0,0,0,0,27,12,0,8,1,42,12,0,8,1,22.2%,0.68,1.769,2.449,0.798,1.437,2.235,0.0,3.885,3.885,0.19,0.494,0.684,169,8.9%,68,24,2,6,25.00%
Kristopher Letang,PIT,27,D,69,11,43,54,79,12,25:29,18:54,3:47,2:46,8,2,1,1,0,21,22,0,9,4,29,24,1,10,4,44.4%,0.375,1.467,1.842,0.368,0.966,1.334,0.458,5.035,5.493,0.159,0.623,0.783,197,5.6%,131,117,0,1,0.00%
Tyson Barrie,COL,23,D,80,12,41,53,26,5,21:21,18:11,2:57,0:12,10,2,0,0,0,27,14,0,9,1,37,16,0,9,1,30.2%,0.421,1.439,1.86,0.412,1.113,1.525,0.506,3.541,4.047,0.15,0.513,0.663,139,8.6%,80,90,0,0,0.00%
Bryan Little,WPG,27,F,70,24,28,52,24,8,19:55,14:40,3:12,2:02,14,9,1,3,1,19,9,0,6,1,33,18,1,9,2,34.6%,1.033,1.205,2.238,0.818,1.11,1.927,2.407,2.407,4.815,0.343,0.4,0.743,148,16.2%,56,32,762,789,49.13%
Brandon Saad,CHI,22,F,82,23,29,52,12,7,17:15,13:58,2:11,1:04,21,2,0,6,1,21,8,0,4,0,42,10,0,10,1,19.2%,0.975,1.23,2.205,1.099,1.099,2.198,0.668,2.671,3.339,0.28,0.354,0.634,203,11.3%,53,29,38,50,43.18%
Martin St. Louis,NYR,39,F,74,21,31,52,20,12,17:33,14:34,2:52,0:06,16,5,0,1,0,23,8,0,9,1,39,13,0,10,1,25.0%,0.969,1.431,2.401,0.89,1.279,2.169,1.411,2.257,3.667,0.284,0.419,0.703,144,14.6%,13,37,51,59,46.36%
Thomas Vanek,MIN,30,F,80,21,31,52,37,-6,16:12,13:11,3:00,0:00,16,5,0,2,0,19,12,0,6,1,35,17,0,8,1,32.7%,0.972,1.434,2.406,0.91,1.08,1.99,1.248,2.995,4.243,0.263,0.388,0.65,171,12.3%,32,13,10,10,50.00%
Mark Streit,PHI,37,D,81,9,43,52,36,-8,22:22,18:25,3:35,0:21,5,4,0,0,0,17,26,0,8,3,22,30,0,8,3,57.7%,0.298,1.424,1.722,0.201,0.683,0.884,0.826,5.367,6.193,0.111,0.531,0.642,144,6.3%,63,103,0,0,0.00%
Keith Yandle,NYR,28,D,84,6,46,52,40,-26,22:54,18:38,4:08,0:07,4,2,0,2,0,19,27,0,9,3,23,29,0,11,3,55.8%,0.187,1.434,1.621,0.153,0.728,0.882,0.345,4.651,4.996,0.071,0.548,0.619,232,2.6%,53,101,0,0,0.00%
Patric Hörnqvist,PIT,27,F,64,25,26,51,38,12,17:39,14:16,3:18,0:03,19,6,0,4,1,17,9,0,7,0,36,15,0,11,1,29.4%,1.328,1.381,2.708,1.247,1.116,2.363,1.698,2.546,4.244,0.391,0.406,0.797,220,11.4%,87,33,2,5,28.57%
Kyle Okposo,NYI,26,F,60,18,33,51,12,-8,19:33,15:45,3:46,0:01,12,6,0,2,0,21,12,0,4,2,33,18,0,6,2,35.3%,0.921,1.688,2.608,0.762,1.333,2.095,1.592,3.183,4.775,0.3,0.55,0.85,195,9.2%,53,23,80,81,49.69%
Wayne Simmonds,PHI,26,F,75,28,22,50,66,-5,16:48,13:38,3:09,0:00,14,14,0,6,0,12,10,0,2,0,26,24,0,8,0,48.0%,1.333,1.047,2.38,0.821,0.703,1.524,3.552,2.537,6.09,0.373,0.293,0.667,188,14.9%,168,36,4,1,80.00%
Ryan Strome,NYI,21,F,81,17,33,50,47,23,15:23,12:39,2:07,0:36,15,1,1,2,0,26,7,0,8,2,41,8,1,10,2,16.0%,0.818,1.588,2.405,0.878,1.522,2.399,0.349,2.44,2.789,0.21,0.407,0.617,179,9.5%,92,21,149,170,46.71%
Andrei Markov,MTL,36,D,81,10,40,50,38,22,24:54,19:09,3:14,2:30,6,4,0,1,0,18,21,1,5,2,24,25,1,6,2,50.0%,0.297,1.189,1.487,0.232,0.696,0.928,0.914,4.797,5.71,0.123,0.494,0.617,135,7.4%,53,173,0,0,0.00%
Tyler Toffoli,LAK,22,F,76,23,26,49,37,25,14:35,12:08,1:26,0:59,15,3,5,3,0,23,2,1,6,0,38,5,6,9,0,10.2%,1.245,1.407,2.652,0.975,1.495,2.469,1.638,1.092,2.731,0.303,0.342,0.645,200,11.5%,86,11,4,5,44.44%
Tyler Bozak,TOR,28,F,82,23,26,49,44,-34,19:08,14:55,3:31,0:41,9,12,2,3,0,20,6,0,4,2,29,18,2,7,2,36.7%,0.879,0.994,1.872,0.441,0.981,1.422,2.489,1.244,3.733,0.28,0.317,0.598,154,14.9%,83,46,944,831,53.18%
