Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Joe Pavelski,SJS,25,F,67,25,26,51,26,1,19:28,14:01,3:02,2:24,21,3,1,5,0,15,10,1,5,0,36,13,2,10,0,25.5%,1.149,1.195,2.344,1.34,0.957,2.298,0.881,2.937,3.818,0.373,0.388,0.761,228,11.0%,58,60,477,344,58.10%
Marian Hossa,CHI,30,F,57,24,27,51,18,24,18:43,14:37,2:40,1:26,17,2,5,2,0,21,5,1,1,0,38,7,6,3,0,13.7%,1.349,1.518,2.867,1.224,1.512,2.736,0.789,1.972,2.761,0.421,0.474,0.895,199,12.1%,41,14,0,1,0.00%
Tomas Fleischmann,WSH,25,F,69,23,28,51,28,9,16:02,12:18,2:32,1:10,16,7,0,4,1,15,13,0,7,0,31,20,0,11,1,39.2%,1.247,1.518,2.766,1.13,1.059,2.189,2.391,4.441,6.832,0.333,0.406,0.739,121,19.0%,36,17,160,211,43.13%
Alexander Frolov,LAK,27,F,81,19,32,51,26,-1,18:26,14:47,2:17,1:21,14,5,0,1,0,24,8,0,5,0,38,13,0,6,0,25.5%,0.763,1.286,2.049,0.701,1.202,1.903,1.622,2.595,4.217,0.235,0.395,0.63,182,10.4%,58,14,7,5,58.33%
Steve Sullivan,NSH,35,F,82,17,34,51,35,2,17:55,14:21,2:58,0:35,12,5,0,4,0,26,8,0,6,1,38,13,0,10,1,25.5%,0.694,1.388,2.082,0.611,1.325,1.936,1.231,1.969,3.2,0.207,0.415,0.622,152,11.2%,26,13,1,9,10.00%
Mike Cammalleri,MTL,27,F,65,26,24,50,16,7,19:31,16:33,2:53,0:03,22,4,0,4,1,13,11,0,3,2,35,15,0,7,3,30.0%,1.229,1.135,2.364,1.226,0.724,1.95,1.277,3.512,4.789,0.4,0.369,0.769,218,11.9%,18,27,26,25,50.98%
Alexei Ponikarovsky,PIT,29,F,77,21,29,50,61,-1,16:27,13:18,2:47,0:21,16,5,0,1,0,22,7,0,5,0,38,12,0,6,0,24.0%,0.994,1.373,2.366,0.937,1.288,2.224,1.393,1.95,3.343,0.273,0.377,0.649,184,11.4%,146,43,12,26,31.58%
Jakub Vorácek,CBJ,20,F,81,16,34,50,26,-7,15:37,13:04,2:25,0:07,12,4,0,1,0,25,9,0,8,1,37,13,0,9,1,26.0%,0.759,1.613,2.371,0.68,1.417,2.097,1.226,2.758,3.984,0.198,0.42,0.617,154,10.4%,63,17,2,4,33.33%
Olli Jokinen,NYR,31,F,82,15,35,50,75,3,17:51,14:58,2:46,0:06,12,3,0,3,1,23,12,0,6,1,35,15,0,9,2,30.0%,0.614,1.433,2.048,0.586,1.123,1.709,0.791,3.163,3.954,0.183,0.427,0.61,236,6.4%,110,38,480,493,49.33%
Sergei Gonchar,PIT,35,D,62,11,39,50,49,-4,24:23,16:23,5:06,2:54,5,6,0,3,0,14,24,1,6,2,19,30,1,9,2,60.0%,0.436,1.547,1.983,0.295,0.827,1.122,1.136,4.546,5.682,0.177,0.629,0.806,138,8.0%,65,92,0,0,0.00%
Tobias Enström,ATL,25,D,82,6,44,50,30,-5,22:16,17:18,4:32,0:25,4,2,0,0,0,26,17,1,7,1,30,19,1,7,1,38.0%,0.197,1.446,1.643,0.169,1.099,1.268,0.322,2.741,3.064,0.073,0.537,0.61,109,5.5%,20,99,0,0,0.00%
Martin Erat,NSH,28,F,74,21,28,49,50,-7,17:59,14:15,2:46,0:57,16,5,0,2,0,18,9,1,5,1,34,14,1,7,1,28.6%,0.946,1.262,2.208,0.91,1.024,1.934,1.458,2.624,4.082,0.284,0.378,0.662,168,12.5%,48,36,24,49,32.88%
Jordan Staal,PIT,21,F,82,21,28,49,57,19,19:23,14:08,1:54,3:20,18,1,2,1,0,23,4,1,6,2,41,5,3,7,2,10.2%,0.792,1.057,1.849,0.931,1.19,2.121,0.384,1.536,1.92,0.256,0.341,0.598,195,10.8%,121,41,639,685,48.26%
Alexei Kovalev,OTT,36,F,77,18,31,49,54,-8,18:09,14:45,3:14,0:10,14,4,0,5,1,21,10,0,7,0,35,14,0,12,1,28.6%,0.772,1.33,2.102,0.739,1.109,1.848,0.964,2.41,3.373,0.234,0.403,0.636,165,10.9%,34,19,1,2,33.33%
Mark Streit,NYI,32,D,82,11,38,49,48,0,25:41,18:41,5:12,1:47,2,9,0,2,1,25,13,0,6,3,27,22,0,8,4,44.9%,0.313,1.082,1.395,0.078,0.979,1.057,1.265,1.828,3.093,0.134,0.463,0.598,187,5.9%,78,132,0,1,0.00%
Nicklas Lidström,DET,39,D,82,9,40,49,24,22,25:25,18:35,3:54,2:56,4,5,0,1,0,22,15,3,9,1,26,20,3,10,1,40.8%,0.259,1.151,1.41,0.157,0.866,1.024,0.938,2.814,3.752,0.11,0.488,0.598,194,4.6%,56,82,0,0,0.00%
Tomas Kaberle,TOR,31,D,82,7,42,49,24,-16,22:21,17:45,4:29,0:06,4,3,0,1,0,19,22,1,4,1,23,25,1,5,1,51.0%,0.229,1.375,1.604,0.165,0.783,0.948,0.488,3.578,4.066,0.085,0.512,0.598,158,4.4%,44,98,0,0,0.00%
Matt Moulson,NYI,26,F,82,30,18,48,16,-1,16:38,13:35,3:01,0:01,22,8,0,5,0,11,7,0,3,0,33,15,0,8,0,31.3%,1.319,0.792,2.111,1.184,0.592,1.776,1.936,1.694,3.631,0.366,0.22,0.585,208,14.4%,113,52,3,1,75.00%
Lee Stempniak,PHX,26,F,80,28,20,48,26,0,17:19,13:16,2:41,1:21,18,9,1,2,0,13,7,0,3,0,31,16,1,5,0,33.3%,1.213,0.866,2.079,1.017,0.735,1.752,2.51,1.952,4.462,0.35,0.25,0.6,212,13.2%,87,25,17,22,43.59%
Teemu Selänne,ANA,39,F,54,27,21,48,16,3,17:19,13:41,3:36,0:00,13,14,0,5,0,8,13,0,4,1,21,27,0,9,1,56.3%,1.732,1.347,3.079,1.054,0.649,1.703,4.304,3.996,8.3,0.5,0.389,0.889,173,15.6%,14,13,62,69,47.33%
Patrik Elias,NJD,33,F,58,19,29,48,40,18,17:37,14:03,2:41,0:52,15,3,1,4,0,21,8,0,7,0,36,11,1,11,0,22.9%,1.115,1.703,2.818,1.104,1.546,2.651,1.151,3.07,4.221,0.328,0.5,0.828,145,13.1%,30,16,205,252,44.86%
T.J. Oshie,STL,23,F,76,18,30,48,36,-1,18:19,13:25,2:30,2:22,16,1,1,3,0,16,14,0,4,0,32,15,1,7,0,31.3%,0.776,1.293,2.069,0.941,0.941,1.881,0.314,4.398,4.712,0.237,0.395,0.632,158,11.4%,149,65,64,89,41.83%
David Backes,STL,25,F,79,17,31,48,106,-4,18:18,13:28,2:31,2:18,12,5,0,3,0,27,3,1,4,0,39,8,1,7,0,16.7%,0.706,1.287,1.992,0.677,1.523,2.199,1.506,0.904,2.41,0.215,0.392,0.608,163,10.4%,266,60,504,561,47.32%
Matt Cullen,OTT,33,F,81,16,32,48,34,-7,18:45,12:56,3:33,2:14,12,2,2,2,0,21,10,1,3,1,33,12,3,5,1,25.0%,0.632,1.264,1.896,0.687,1.201,1.888,0.416,2.082,2.498,0.198,0.395,0.593,195,8.2%,75,48,572,549,51.03%
Tyler Myers,BUF,19,D,82,11,37,48,32,13,23:44,17:40,2:58,3:04,8,3,0,1,0,23,13,1,8,1,31,16,1,9,1,33.3%,0.339,1.14,1.48,0.331,0.952,1.283,0.737,3.193,3.93,0.134,0.451,0.585,104,10.6%,91,137,0,0,0.00%
Scott Niedermayer,ANA,36,D,80,10,38,48,38,-9,26:30,18:41,3:58,3:49,5,5,0,2,1,15,22,1,6,0,20,27,1,8,1,56.3%,0.283,1.075,1.358,0.201,0.602,0.802,0.943,4.149,5.092,0.125,0.475,0.6,168,6.0%,58,80,0,1,0.00%
Alexander Steen,STL,25,F,68,24,23,47,30,6,16:16,12:26,2:43,1:06,15,7,2,4,0,14,9,0,5,0,29,16,2,9,0,34.0%,1.301,1.247,2.548,1.064,0.993,2.057,2.265,2.913,5.178,0.353,0.338,0.691,189,12.7%,45,39,30,43,41.10%
Ryan Malone,TBL,30,F,69,21,26,47,68,-8,18:45,13:28,3:32,1:45,14,7,0,7,1,17,8,1,3,0,31,15,1,10,1,31.9%,0.973,1.205,2.178,0.904,1.098,2.001,1.721,1.967,3.688,0.304,0.377,0.681,172,12.2%,178,22,38,59,39.18%
David Perron,STL,21,F,82,20,27,47,60,-10,16:09,13:00,2:40,0:28,14,5,1,2,0,18,8,1,3,1,32,13,2,5,1,27.7%,0.906,1.223,2.129,0.787,1.012,1.8,1.368,2.188,3.556,0.244,0.329,0.573,166,12.1%,78,12,8,13,38.10%
Jarret Stoll,LAK,27,F,73,16,31,47,40,13,17:25,12:28,3:03,1:53,12,4,0,4,0,13,17,1,5,1,25,21,1,9,1,44.7%,0.755,1.463,2.218,0.791,0.856,1.647,1.076,4.575,5.651,0.219,0.425,0.644,164,9.8%,191,34,619,486,56.02%
Claude Giroux,PHI,21,F,82,16,31,47,23,-9,16:36,12:57,2:45,0:53,8,8,0,2,0,18,13,0,2,0,26,21,0,4,0,44.7%,0.705,1.365,2.07,0.452,1.016,1.468,2.124,3.451,5.574,0.195,0.378,0.573,145,11.0%,76,48,297,303,49.50%
Brian Gionta,MTL,30,F,61,28,18,46,26,3,20:45,15:51,2:58,1:55,18,10,0,3,1,12,6,0,3,0,30,16,0,6,1,34.8%,1.327,0.853,2.18,1.117,0.745,1.861,3.308,1.985,5.293,0.459,0.295,0.754,237,11.8%,36,33,7,6,53.85%
Steve Downie,TBL,22,F,79,22,24,46,208,14,14:42,12:03,2:38,0:00,15,7,0,1,0,20,4,0,4,1,35,11,0,5,1,23.9%,1.136,1.239,2.375,0.945,1.26,2.205,2.009,1.148,3.157,0.278,0.304,0.582,116,19.0%,140,20,17,17,50.00%
Brenden Morrow,DAL,30,F,76,20,26,46,69,-3,19:10,14:15,3:25,1:29,10,9,1,2,0,16,10,0,4,0,26,19,1,6,0,41.3%,0.823,1.071,1.894,0.554,0.886,1.44,2.073,2.303,4.375,0.263,0.342,0.605,155,12.9%,230,48,9,22,29.03%
Jason Arnott,NSH,35,F,63,19,27,46,26,0,18:41,15:13,3:24,0:04,13,6,0,3,0,15,12,0,6,1,28,18,0,9,1,39.1%,0.968,1.375,2.343,0.813,0.939,1.752,1.675,3.35,5.026,0.302,0.429,0.73,216,8.8%,24,17,526,551,48.84%
Joni Pitkänen,CAR,26,D,71,6,40,46,72,-11,27:22,20:51,4:30,2:00,5,1,0,1,0,22,18,0,6,1,27,19,0,7,1,41.3%,0.185,1.235,1.42,0.203,0.891,1.094,0.188,3.377,3.564,0.085,0.563,0.648,161,3.7%,66,122,0,0,0.00%
Tomas Holmström,DET,36,F,68,25,20,45,60,5,15:48,12:27,3:20,0:00,12,13,0,5,0,11,9,0,2,0,23,22,0,7,0,48.9%,1.395,1.116,2.51,0.85,0.779,1.629,3.426,2.372,5.798,0.368,0.294,0.662,131,19.1%,69,7,0,1,0.00%
Bill Guerin,PIT,39,F,78,21,24,45,75,-9,17:31,13:06,4:25,0:00,10,11,0,4,0,17,7,0,6,1,27,18,0,10,1,40.0%,0.922,1.053,1.975,0.587,0.998,1.585,1.915,1.218,3.133,0.269,0.308,0.577,227,9.3%,77,13,14,14,50.00%
Jean-Pierre Dumont,NSH,31,F,74,17,28,45,20,8,14:46,12:25,2:19,0:00,13,3,1,3,0,18,10,0,4,1,31,13,1,7,1,28.9%,0.933,1.537,2.47,0.848,1.174,2.022,1.046,3.486,4.531,0.23,0.378,0.608,112,15.2%,20,19,0,0,0.00%
Lubomir Visnovsky,ANA,33,D,73,15,30,45,20,-10,21:54,17:54,3:44,0:15,10,5,0,2,0,12,18,0,4,0,22,23,0,6,0,51.1%,0.563,1.126,1.689,0.459,0.551,1.01,1.099,3.957,5.057,0.205,0.411,0.616,131,11.5%,37,106,0,0,0.00%
Niklas Hagman,CGY,30,F,82,25,19,44,25,-4,16:07,13:18,2:11,0:37,21,4,0,2,0,15,4,0,1,0,36,8,0,3,0,18.2%,1.135,0.862,1.997,1.155,0.825,1.98,1.338,1.338,2.677,0.305,0.232,0.537,216,11.6%,35,29,12,26,31.58%
Milan Hejduk,COL,33,F,56,23,21,44,10,6,19:01,15:02,3:30,0:28,15,8,0,4,0,12,9,0,6,1,27,17,0,10,1,38.6%,1.296,1.183,2.479,1.069,0.855,1.924,2.445,2.751,5.196,0.411,0.375,0.786,153,15.0%,30,21,4,10,28.57%
Nicklas Bergfors,ATL,22,F,81,21,23,44,10,-10,15:25,12:55,2:28,0:01,12,9,0,6,0,17,6,0,3,0,29,15,0,9,0,34.1%,1.009,1.105,2.114,0.688,0.974,1.662,2.699,1.799,4.498,0.259,0.284,0.543,217,9.7%,18,6,9,10,47.37%
Brandon Dubinsky,NYR,23,F,69,20,24,44,54,9,19:33,15:07,2:07,2:18,12,6,2,5,0,20,4,0,1,0,32,10,2,6,0,22.7%,0.889,1.067,1.957,0.69,1.15,1.84,2.454,1.636,4.09,0.29,0.348,0.638,165,12.1%,129,36,347,328,51.41%
Kris Versteeg,CHI,23,F,79,20,24,44,35,8,15:43,12:49,1:55,0:58,13,4,3,4,1,16,7,1,4,0,29,11,4,8,1,25.0%,0.966,1.159,2.125,0.769,0.947,1.716,1.584,2.773,4.357,0.253,0.304,0.557,184,10.9%,35,26,77,106,42.08%
Todd Bertuzzi,DET,34,F,82,18,26,44,80,-7,16:46,14:09,2:35,0:01,14,4,0,4,2,19,7,0,4,0,33,11,0,8,2,25.0%,0.785,1.134,1.919,0.724,0.982,1.705,1.132,1.981,3.112,0.22,0.317,0.537,216,8.3%,105,19,11,12,47.83%
Christian Ehrhoff,VAN,27,D,80,14,30,44,42,36,22:47,17:40,3:00,2:06,8,6,0,3,2,13,17,0,3,0,21,23,0,6,2,52.3%,0.461,0.988,1.448,0.339,0.552,0.891,1.499,4.246,5.745,0.175,0.375,0.55,181,7.7%,54,82,0,0,0.00%
Scott Hartnell,PHI,27,F,81,14,30,44,155,-6,15:43,12:42,2:40,0:20,6,8,0,4,0,24,6,0,5,0,30,14,0,9,0,31.8%,0.66,1.414,2.073,0.35,1.4,1.75,2.217,1.663,3.88,0.173,0.37,0.543,171,8.2%,138,30,1,4,20.00%
Zdeno Chara,BOS,32,D,80,7,37,44,87,19,25:22,19:29,3:05,2:47,3,4,0,1,0,24,12,1,8,3,27,16,1,9,3,36.4%,0.207,1.094,1.301,0.115,0.924,1.039,0.97,2.909,3.879,0.088,0.463,0.55,242,2.9%,151,104,1,1,50.00%
Radim Vrbata,PHX,28,F,82,24,19,43,24,6,16:13,13:21,2:25,0:26,17,7,0,4,0,12,7,0,3,0,29,14,0,7,0,32.6%,1.082,0.857,1.939,0.931,0.657,1.589,2.11,2.11,4.221,0.293,0.232,0.524,266,9.0%,17,22,2,6,25.00%
Michael Frolík,FLA,21,F,82,21,22,43,43,-4,17:28,14:23,2:47,0:18,16,5,0,1,0,17,5,0,4,0,33,10,0,5,0,23.3%,0.879,0.921,1.8,0.814,0.865,1.678,1.313,1.313,2.625,0.256,0.268,0.524,219,9.6%,72,32,13,22,37.14%
Paul Kariya,STL,35,F,75,18,25,43,36,-7,17:09,13:53,2:35,0:40,15,3,0,2,0,16,9,0,4,1,31,12,0,6,1,27.9%,0.839,1.166,2.005,0.864,0.922,1.786,0.929,2.786,3.714,0.24,0.333,0.573,221,8.1%,36,25,4,6,40.00%
Mark Recchi,BOS,41,F,81,18,25,43,34,4,17:03,14:03,2:40,0:19,10,8,0,2,0,20,5,0,4,1,30,13,0,6,1,30.2%,0.782,1.086,1.868,0.527,1.054,1.581,2.221,1.388,3.609,0.222,0.309,0.531,152,11.8%,84,22,54,92,36.99%
Shea Weber,NSH,24,D,78,16,27,43,36,0,23:10,18:22,3:32,1:15,9,7,0,3,1,14,13,0,5,0,23,20,0,8,1,46.5%,0.531,0.896,1.428,0.377,0.586,0.963,1.519,2.821,4.34,0.205,0.346,0.551,222,7.2%,165,106,0,0,0.00%
Bryan McCabe,FLA,34,D,82,8,35,43,83,-4,23:19,18:04,4:09,1:05,5,3,0,1,1,19,16,0,2,0,24,19,0,3,1,44.2%,0.251,1.098,1.349,0.202,0.769,0.972,0.528,2.816,3.344,0.098,0.427,0.524,169,4.7%,113,106,0,0,0.00%
Marek Zidlicky,MIN,32,D,78,6,37,43,67,-16,24:10,17:46,3:35,2:48,2,4,0,3,0,17,20,0,8,1,19,24,0,11,1,55.8%,0.191,1.178,1.369,0.087,0.735,0.822,0.859,4.293,5.151,0.077,0.474,0.551,116,5.2%,80,128,0,0,0.00%
Jochen Hecht,BUF,32,F,79,21,21,42,35,14,17:11,13:59,1:03,2:07,18,3,0,2,0,21,0,0,6,2,39,3,0,8,2,7.1%,0.928,0.928,1.856,0.977,1.139,2.116,2.14,0.0,2.14,0.266,0.266,0.532,224,9.4%,46,43,146,176,45.34%
Antti Miettinen,MIN,29,F,79,20,22,42,44,-2,18:02,13:41,2:43,1:37,15,5,0,4,0,15,6,1,3,1,30,11,1,7,1,26.2%,0.842,0.926,1.768,0.832,0.832,1.664,1.395,1.674,3.069,0.253,0.278,0.532,175,11.4%,87,30,35,48,42.17%
Michal Handzus,LAK,32,F,81,20,22,42,38,4,18:18,13:05,2:29,2:43,14,5,1,6,1,16,5,1,1,0,30,10,2,7,1,23.8%,0.809,0.89,1.699,0.792,0.905,1.697,1.491,1.491,2.983,0.247,0.272,0.519,117,17.1%,76,62,694,669,50.92%
Brad Boyes,STL,27,F,82,14,28,42,26,1,16:47,13:34,3:06,0:06,12,2,0,3,0,20,8,0,2,0,32,10,0,5,0,23.8%,0.61,1.22,1.83,0.647,1.078,1.725,0.47,1.879,2.349,0.171,0.341,0.512,197,7.1%,76,18,138,173,44.37%
Brendan Morrison,WSH,34,F,74,12,30,42,40,23,15:44,13:01,2:08,0:34,9,3,0,3,0,25,5,0,2,0,34,8,0,5,0,19.0%,0.618,1.546,2.164,0.56,1.556,2.116,1.14,1.899,3.039,0.162,0.405,0.568,105,11.4%,33,31,501,477,51.23%
Kurtis Foster,TBL,28,D,71,8,34,42,48,-5,17:11,13:07,3:50,0:13,5,3,0,1,0,11,23,0,4,0,16,26,0,5,0,61.9%,0.393,1.672,2.065,0.322,0.709,1.031,0.659,5.049,5.707,0.113,0.479,0.592,165,4.9%,60,70,0,0,0.00%
Brian Rafalski,DET,36,D,78,8,34,42,26,23,24:13,19:22,3:44,1:06,3,5,0,1,1,20,14,0,4,0,23,19,0,5,1,45.2%,0.254,1.08,1.334,0.119,0.794,0.913,1.026,2.873,3.9,0.103,0.436,0.538,134,6.0%,39,101,0,0,0.00%
Alexander Edler,VAN,23,D,76,5,37,42,40,0,22:38,17:26,3:01,2:11,3,2,0,0,0,20,17,0,7,0,23,19,0,7,0,45.2%,0.174,1.29,1.464,0.136,0.905,1.041,0.522,4.438,4.96,0.066,0.487,0.553,161,3.1%,84,115,0,2,0.00%
Jamie Benn,DAL,20,F,82,22,19,41,45,-1,14:42,12:44,1:54,0:03,20,2,0,3,0,14,5,0,3,0,34,7,0,6,0,17.1%,1.095,0.945,2.04,1.149,0.804,1.953,0.766,1.914,2.68,0.268,0.232,0.5,182,12.1%,186,39,109,127,46.19%
Jason Blake,ANA,36,F,82,16,25,41,36,-10,15:54,13:27,1:55,0:30,10,6,0,2,0,21,4,0,4,0,31,10,0,6,0,24.4%,0.736,1.15,1.887,0.544,1.141,1.685,2.271,1.514,3.785,0.195,0.305,0.5,239,6.7%,70,26,31,50,38.27%
Sam Gagner,EDM,20,F,68,15,26,41,33,-8,16:17,13:34,2:36,0:05,9,6,0,1,0,15,11,0,1,0,24,17,0,2,0,41.5%,0.813,1.408,2.221,0.585,0.975,1.56,2.026,3.713,5.739,0.221,0.382,0.603,170,8.8%,30,16,336,373,47.39%
Eric Belanger,WSH,32,F,77,15,26,41,32,2,15:30,11:49,1:58,1:42,12,3,0,3,0,20,6,0,6,2,32,9,0,9,2,22.0%,0.753,1.306,2.06,0.791,1.318,2.109,1.182,2.365,3.547,0.195,0.338,0.532,151,9.9%,47,29,521,403,56.39%
Keith Yandle,PHX,23,D,82,12,29,41,45,16,20:13,16:34,3:05,0:33,7,5,0,2,0,18,11,0,6,1,25,16,0,8,1,39.0%,0.434,1.049,1.483,0.309,0.795,1.104,1.182,2.601,3.783,0.146,0.354,0.5,145,8.3%,36,82,0,0,0.00%
Stephane Robidas,DAL,32,D,82,10,31,41,70,-10,24:29,18:14,3:09,3:05,3,7,0,1,0,19,12,0,2,1,22,19,0,3,1,46.3%,0.299,0.926,1.225,0.12,0.762,0.883,1.621,2.779,4.4,0.122,0.378,0.5,199,5.0%,269,177,0,0,0.00%
Guillaume Latendresse,MIN,22,F,78,27,13,40,16,-3,14:57,13:03,1:52,0:01,20,7,0,4,0,12,1,0,2,1,32,8,0,6,1,20.0%,1.389,0.669,2.058,1.178,0.707,1.884,2.884,0.412,3.296,0.346,0.167,0.513,160,16.9%,157,20,1,8,11.11%
Troy Brouwer,CHI,24,F,78,22,18,40,66,9,16:22,12:48,2:05,1:27,14,7,1,7,1,12,6,0,4,1,26,13,1,11,2,32.5%,1.034,0.846,1.879,0.841,0.72,1.561,2.573,2.205,4.778,0.282,0.231,0.513,116,19.0%,189,46,5,4,55.56%
Brandon Sutter,CAR,20,F,72,21,19,40,2,-1,16:32,12:54,1:55,1:42,16,5,0,3,0,14,5,0,3,1,30,10,0,6,1,25.0%,1.058,0.957,2.015,1.033,0.904,1.937,2.161,2.161,4.321,0.292,0.264,0.556,168,12.5%,55,45,489,508,49.05%
Simon Gagne,PHI,29,F,58,17,23,40,47,-1,18:37,13:55,3:13,1:28,12,5,0,4,1,9,14,0,5,0,21,19,0,9,1,47.5%,0.944,1.278,2.222,0.891,0.669,1.56,1.605,4.494,6.099,0.293,0.397,0.69,183,9.3%,38,26,1,3,25.00%
Wayne Simmonds,LAK,21,F,78,16,24,40,116,22,14:28,13:40,0:09,0:38,16,0,0,2,0,24,0,0,5,0,40,0,0,7,0,0.0%,0.85,1.275,2.125,0.9,1.35,2.25,0.0,0.0,0.0,0.205,0.308,0.513,127,12.6%,126,32,3,7,30.00%
Eric Fehr,WSH,24,F,69,21,18,39,24,18,12:07,10:40,1:26,0:00,18,3,0,3,0,15,3,0,2,0,33,6,0,5,0,15.4%,1.506,1.291,2.796,1.466,1.221,2.687,1.811,1.811,3.621,0.304,0.261,0.565,145,14.5%,40,21,1,1,50.00%
T.J. Galiardi,COL,21,F,70,15,24,39,28,6,18:10,14:07,1:02,3:01,12,2,1,3,0,21,0,3,5,0,33,2,4,8,0,5.1%,0.707,1.131,1.839,0.728,1.274,2.002,1.655,0.0,1.655,0.214,0.343,0.557,120,12.5%,87,43,165,162,50.46%
Erik Johnson,STL,21,D,79,10,29,39,79,1,21:26,17:23,3:15,0:47,4,6,0,2,2,20,9,0,4,0,24,15,0,6,2,38.5%,0.354,1.027,1.381,0.175,0.873,1.048,1.402,2.103,3.505,0.127,0.367,0.494,186,5.4%,70,77,0,0,0.00%
Ryan Whitney,EDM,26,D,81,7,32,39,70,1,24:45,18:31,3:43,2:30,4,3,0,1,1,18,14,0,3,0,22,17,0,4,1,43.6%,0.209,0.958,1.167,0.16,0.719,0.879,0.598,2.789,3.387,0.086,0.395,0.481,151,4.6%,89,115,0,1,0.00%
Kimmo Timonen,PHI,34,D,82,6,33,39,50,-2,22:52,15:37,3:37,3:38,3,1,2,1,0,14,18,1,9,2,17,19,3,10,2,48.7%,0.192,1.055,1.247,0.14,0.656,0.796,0.202,3.639,3.841,0.073,0.402,0.476,121,5.0%,75,168,0,0,0.00%
Pascal Dupuis,PIT,30,F,81,18,20,38,16,5,14:11,12:05,0:02,2:03,18,0,0,5,1,20,0,0,2,0,38,0,0,7,1,0.0%,0.94,1.044,1.984,1.103,1.225,2.328,0.0,0.0,0.0,0.222,0.247,0.469,157,11.5%,86,49,13,20,39.39%
Blake Wheeler,BOS,23,F,82,18,20,38,53,-4,15:47,12:32,2:04,1:10,14,3,1,2,0,14,5,1,2,0,28,8,2,4,0,21.1%,0.834,0.927,1.761,0.816,0.816,1.633,1.061,1.768,2.828,0.22,0.244,0.463,159,11.3%,70,33,13,14,48.15%
Andrew Ladd,CHI,24,F,82,17,21,38,67,2,13:41,12:59,0:36,0:05,17,0,0,1,0,20,1,0,1,0,37,1,0,2,0,2.6%,0.908,1.122,2.03,0.958,1.127,2.085,0.0,1.196,1.196,0.207,0.256,0.463,148,11.5%,104,33,5,7,41.67%
Steven Reinprecht,FLA,33,F,82,16,22,38,18,-1,16:05,13:17,2:37,0:09,13,3,0,1,0,15,7,0,3,0,28,10,0,4,0,26.3%,0.728,1.001,1.728,0.715,0.825,1.541,0.834,1.945,2.779,0.195,0.268,0.463,124,12.9%,32,64,472,517,47.72%
Ian White,CGY,25,D,83,13,25,38,51,8,22:47,19:05,2:15,1:25,10,3,0,1,0,19,6,0,7,0,29,9,0,8,0,23.7%,0.412,0.793,1.205,0.379,0.719,1.098,0.96,1.92,2.879,0.157,0.301,0.458,173,7.5%,54,137,0,0,0.00%
Frans Nielsen,NYI,25,F,76,12,26,38,6,4,17:12,12:18,2:56,1:58,11,0,1,1,1,17,8,1,6,1,28,8,2,7,2,21.1%,0.55,1.192,1.743,0.706,1.091,1.797,0.0,2.146,2.146,0.158,0.342,0.5,136,8.8%,39,41,583,582,50.04%
David Legwand,NSH,29,F,82,11,27,38,24,-5,18:42,15:10,1:38,1:53,10,0,1,3,2,21,6,0,4,0,31,6,1,7,2,15.8%,0.43,1.056,1.487,0.482,1.013,1.495,0.0,2.672,2.672,0.134,0.329,0.463,151,7.3%,38,46,538,586,47.86%
Brian Campbell,CHI,30,D,68,7,31,38,18,18,23:12,19:41,2:54,0:37,4,3,0,2,0,22,8,1,7,2,26,11,1,9,2,28.9%,0.266,1.178,1.444,0.179,0.986,1.165,0.913,2.433,3.346,0.103,0.456,0.559,131,5.3%,37,79,0,0,0.00%
Pavel Kubina,ATL,32,D,76,6,32,38,66,0,22:37,17:26,2:23,2:47,4,2,0,1,0,23,8,1,3,1,27,10,1,4,1,26.3%,0.209,1.117,1.326,0.181,1.041,1.222,0.661,2.644,3.305,0.079,0.421,0.5,159,3.8%,94,111,0,0,0.00%
Marco Sturm,BOS,31,F,76,22,15,37,30,14,16:46,13:04,2:22,1:19,17,4,1,2,1,9,6,0,2,1,26,10,1,4,2,27.0%,1.036,0.706,1.742,1.027,0.544,1.57,1.333,1.999,3.332,0.289,0.197,0.487,203,10.8%,69,24,2,9,18.18%
Brian Rolston,NJD,36,F,80,20,17,37,22,2,16:55,13:35,2:23,0:57,13,7,0,3,0,11,6,0,5,1,24,13,0,8,1,35.1%,0.886,0.753,1.639,0.718,0.607,1.325,2.198,1.884,4.081,0.25,0.213,0.463,232,8.6%,91,19,32,31,50.79%
Ryan Callahan,NYR,24,F,77,19,18,37,48,-12,19:24,13:22,3:16,2:44,10,9,0,3,0,6,11,1,5,0,16,20,1,8,0,54.1%,0.763,0.723,1.486,0.583,0.35,0.932,2.139,2.614,4.753,0.247,0.234,0.481,204,9.3%,285,81,17,18,48.57%
Gilbert Brule,EDM,22,F,65,17,20,37,38,-8,14:13,12:42,1:25,0:05,15,2,0,3,0,17,3,0,2,0,32,5,0,5,0,13.5%,1.103,1.298,2.401,1.09,1.235,2.325,1.289,1.934,3.223,0.262,0.308,0.569,121,14.1%,115,25,144,130,52.55%
