Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Martin Havlát,CHI,25,F,56,25,32,57,28,15,21:23,15:09,4:41,1:32,20,5,0,1,0,20,11,1,4,0,40,16,1,5,0,28.1%,1.252,1.602,2.854,1.413,1.413,2.826,1.143,2.515,3.658,0.446,0.571,1.018,176,14.2%,10,13,4,8,33.33%
Jozef Stumpel,FLA,34,F,73,23,34,57,22,2,19:07,12:51,3:09,3:06,12,9,2,4,0,18,16,0,3,1,30,25,2,7,1,43.9%,0.989,1.462,2.451,0.767,1.151,1.918,2.342,4.163,6.504,0.315,0.466,0.781,131,17.6%,58,35,498,488,50.51%
Pierre-Marc Bouchard,MIN,22,F,82,20,37,57,14,13,15:59,12:31,3:27,0:00,15,5,0,3,1,18,19,0,7,1,33,24,0,10,2,42.1%,0.915,1.693,2.608,0.877,1.052,1.929,1.056,4.012,5.068,0.244,0.451,0.695,173,11.6%,9,16,6,12,33.33%
Martin Erat,NSH,25,F,68,16,41,57,50,13,18:58,13:44,4:15,0:58,10,5,1,3,0,28,13,0,6,0,38,18,1,9,0,31.6%,0.744,1.907,2.651,0.642,1.799,2.441,1.036,2.694,3.731,0.235,0.603,0.838,132,12.1%,40,18,19,24,44.19%
Bryan McCabe,TOR,31,D,82,15,42,57,115,3,26:49,17:08,5:53,3:47,4,11,0,1,1,19,23,0,2,0,23,34,0,3,1,59.6%,0.409,1.145,1.555,0.171,0.811,0.982,1.365,2.855,4.221,0.183,0.512,0.695,207,7.3%,141,140,0,0,0.00%
Bill Guerin,SJS,36,F,77,36,20,56,66,10,16:59,13:03,3:47,0:08,27,9,0,7,2,13,7,0,2,0,40,16,0,9,2,28.6%,1.65,0.917,2.567,1.611,0.776,2.387,1.85,1.439,3.288,0.468,0.26,0.727,225,16.0%,69,14,6,6,50.00%
Jochen Hecht,BUF,29,F,76,19,37,56,39,19,18:50,13:17,2:48,2:44,16,3,0,1,0,30,6,1,6,1,46,9,1,7,1,16.1%,0.796,1.55,2.346,0.95,1.781,2.731,0.845,1.689,2.534,0.25,0.487,0.737,197,9.6%,39,35,57,88,39.31%
Shane Doan,PHX,30,F,73,27,28,55,73,-14,20:26,14:20,4:22,1:44,16,11,0,7,1,16,12,0,3,0,32,23,0,10,1,41.8%,1.085,1.126,2.211,0.917,0.917,1.835,2.07,2.258,4.328,0.37,0.384,0.753,209,12.9%,156,19,68,106,39.08%
Václav Prospal,TBL,31,F,82,14,41,55,36,-24,19:03,16:16,2:46,0:01,12,2,0,1,0,31,10,0,6,1,43,12,0,7,1,21.8%,0.537,1.574,2.111,0.54,1.394,1.934,0.528,2.642,3.17,0.171,0.5,0.671,219,6.4%,44,26,65,59,52.42%
Peter Forsberg,NSH,33,F,57,13,42,55,88,7,18:17,13:59,4:07,0:10,7,6,0,3,1,23,19,0,4,0,30,25,0,7,1,45.5%,0.748,2.416,3.164,0.526,1.729,2.256,1.53,4.845,6.375,0.228,0.737,0.965,99,13.1%,65,21,478,479,49.95%
Kimmo Timonen,NSH,31,D,80,13,42,55,42,20,21:50,13:47,4:50,3:13,5,8,0,2,1,23,18,1,4,1,28,26,1,6,2,47.3%,0.446,1.442,1.888,0.272,1.251,1.523,1.241,2.793,4.034,0.163,0.525,0.688,121,10.7%,54,115,0,1,0.00%
Ladislav Nagy,DAL,27,F,80,12,43,55,54,-5,17:19,13:04,3:47,0:27,8,4,0,1,1,23,20,0,10,0,31,24,0,11,1,43.6%,0.519,1.861,2.381,0.459,1.32,1.779,0.79,3.949,4.739,0.15,0.538,0.688,146,8.2%,40,17,14,34,29.17%
Brian Rafalski,NJD,33,D,82,8,47,55,34,4,25:04,19:11,4:39,1:12,4,3,1,4,0,20,27,0,13,2,24,30,1,17,2,54.5%,0.233,1.372,1.605,0.152,0.762,0.915,0.471,4.238,4.709,0.098,0.573,0.671,148,5.4%,60,114,0,0,0.00%
Chris Clark,WSH,30,F,74,30,24,54,66,-10,18:25,12:08,3:31,2:44,17,9,4,2,1,17,7,0,5,1,34,16,4,7,2,29.6%,1.32,1.056,2.377,1.135,1.135,2.27,2.066,1.607,3.673,0.405,0.324,0.73,164,18.3%,91,32,60,58,50.85%
Jason Arnott,NSH,32,F,68,27,27,54,48,15,17:59,13:21,4:28,0:09,15,12,0,6,0,19,8,0,4,0,34,20,0,10,0,37.0%,1.324,1.324,2.649,0.99,1.255,2.245,2.368,1.578,3.946,0.397,0.397,0.794,190,14.2%,43,18,579,566,50.57%
Mike Knuble,PHI,34,F,64,24,30,54,56,2,19:37,13:48,4:06,1:43,14,10,0,1,0,22,8,0,4,1,36,18,0,5,1,33.3%,1.146,1.433,2.579,0.951,1.495,2.446,2.285,1.828,4.112,0.375,0.469,0.844,160,15.0%,58,34,23,39,37.10%
Mikko Koivu,MIN,23,F,82,20,34,54,58,6,17:28,12:34,3:17,1:36,9,9,2,2,0,23,10,1,2,0,32,19,3,4,0,35.2%,0.837,1.424,2.261,0.524,1.339,1.863,1.999,2.221,4.22,0.244,0.415,0.659,162,12.4%,56,50,593,572,50.90%
Sergei Zubov,DAL,36,D,78,12,42,54,26,0,25:56,16:55,5:44,3:15,3,9,0,3,0,11,31,0,14,4,14,40,0,17,4,74.1%,0.356,1.245,1.601,0.136,0.5,0.636,1.204,4.148,5.352,0.154,0.538,0.692,156,7.7%,39,67,1,0,100.00%
Petr Sýkora,EDM,30,F,82,22,31,53,40,-20,16:39,11:57,4:37,0:04,16,6,0,6,0,12,19,0,5,0,28,25,0,11,0,47.2%,0.966,1.361,2.327,0.979,0.734,1.713,0.95,3.007,3.957,0.268,0.378,0.646,206,10.7%,7,28,222,240,48.05%
Ales Hemsky,EDM,23,F,64,13,40,53,40,-7,16:59,12:33,4:18,0:07,8,5,0,1,0,20,20,0,9,0,28,25,0,10,0,47.2%,0.717,2.207,2.925,0.597,1.492,2.089,1.09,4.358,5.448,0.203,0.625,0.828,122,10.7%,23,17,3,7,30.00%
Tomas Holmström,DET,33,F,77,30,22,52,58,13,15:12,11:04,4:07,0:00,17,13,0,5,0,16,6,0,5,0,33,19,0,10,0,36.5%,1.537,1.127,2.664,1.197,1.126,2.323,2.455,1.133,3.588,0.39,0.286,0.675,176,17.1%,68,18,0,0,0.00%
Lee Stempniak,STL,23,F,82,27,25,52,33,-2,14:42,11:20,3:11,0:10,19,8,0,4,1,14,11,0,7,0,33,19,0,11,1,36.5%,1.343,1.243,2.586,1.226,0.903,2.129,1.83,2.516,4.346,0.329,0.305,0.634,166,16.3%,64,19,1,6,14.29%
Robert Lang,DET,36,F,81,19,33,52,66,12,16:49,13:08,3:34,0:06,13,6,0,4,0,22,11,0,7,0,35,17,0,11,0,32.7%,0.837,1.453,2.29,0.733,1.241,1.974,1.243,2.278,3.521,0.235,0.407,0.642,166,11.5%,33,16,401,411,49.38%
Mathieu Schneider,DET,37,D,68,11,41,52,66,12,23:34,16:33,5:19,1:41,8,2,1,2,0,12,29,0,10,0,20,31,1,12,0,59.6%,0.412,1.534,1.946,0.426,0.64,1.066,0.331,4.805,5.136,0.162,0.603,0.765,184,6.0%,78,82,0,0,0.00%
Viktor Kozlov,NYI,31,F,81,25,26,51,28,12,16:24,12:53,2:06,1:24,20,5,0,4,0,18,7,1,3,0,38,12,1,7,0,23.5%,1.128,1.173,2.301,1.148,1.034,2.182,1.755,2.456,4.211,0.309,0.321,0.63,165,15.2%,64,35,180,282,38.96%
Scott Walker,CAR,33,F,81,21,30,51,45,-10,16:10,12:37,3:19,0:13,15,6,0,6,0,24,6,0,8,1,39,12,0,14,1,23.5%,0.962,1.375,2.337,0.88,1.409,2.289,1.337,1.337,2.673,0.259,0.37,0.63,183,11.5%,82,41,40,55,42.11%
Brendan Morrison,VAN,31,F,82,20,31,51,60,-9,17:57,12:16,3:24,2:16,12,6,2,3,1,19,12,0,3,1,31,18,2,6,2,35.3%,0.815,1.263,2.078,0.715,1.132,1.848,1.287,2.574,3.862,0.244,0.378,0.622,139,14.4%,20,33,625,605,50.81%
Philippe Boucher,DAL,33,D,76,19,32,51,104,2,22:53,15:47,4:05,3:01,7,12,0,4,0,12,19,1,10,2,19,31,1,14,2,60.8%,0.655,1.103,1.758,0.35,0.6,0.95,2.312,3.66,5.971,0.25,0.421,0.671,222,8.6%,159,183,0,1,0.00%
Shawn Horcoff,EDM,28,F,80,16,35,51,56,-22,20:49,13:51,3:32,3:25,11,5,0,5,0,17,18,0,4,1,28,23,0,9,1,45.1%,0.576,1.26,1.837,0.595,0.92,1.515,1.059,3.813,4.872,0.2,0.438,0.638,168,9.5%,26,80,720,702,50.63%
Wojtek Wolski,COL,20,F,76,22,28,50,14,2,15:31,12:43,2:33,0:14,15,7,0,2,0,17,10,1,2,1,32,17,1,4,1,34.0%,1.119,1.424,2.543,0.931,1.055,1.986,2.165,3.093,5.257,0.289,0.368,0.658,165,13.3%,39,19,3,0,100.00%
Alexei Yashin,NYI,33,F,58,18,32,50,44,6,17:04,13:06,3:33,0:24,13,5,0,3,0,16,16,0,5,1,29,21,0,8,1,42.0%,1.091,1.94,3.031,1.026,1.263,2.29,1.451,4.643,6.094,0.31,0.552,0.862,203,8.9%,29,16,242,285,45.92%
Dion Phaneuf,CGY,21,D,79,17,33,50,98,10,25:27,17:59,5:31,1:57,4,13,0,4,0,15,18,0,6,1,19,31,0,10,1,62.0%,0.507,0.984,1.492,0.169,0.633,0.802,1.789,2.478,4.267,0.215,0.418,0.633,230,7.4%,197,80,0,0,0.00%
Tyler Arnason,COL,27,F,82,16,33,49,26,-8,14:20,11:55,2:20,0:03,15,1,0,3,0,22,11,0,3,0,37,12,0,6,0,24.5%,0.817,1.684,2.501,0.92,1.349,2.269,0.313,3.44,3.753,0.195,0.402,0.598,211,7.6%,2,16,185,237,43.84%
Andrei Markov,MTL,28,D,77,6,43,49,56,2,24:28,16:28,4:26,3:33,1,5,0,2,0,13,27,3,9,0,14,32,3,11,0,65.3%,0.191,1.369,1.56,0.047,0.615,0.662,0.878,4.742,5.62,0.078,0.558,0.636,128,4.7%,38,119,0,1,0.00%
Mike Fisher,OTT,26,F,68,22,26,48,41,15,18:25,13:08,2:48,2:28,13,7,2,3,0,19,5,2,3,1,32,12,4,6,1,25.0%,1.054,1.245,2.299,0.873,1.276,2.149,2.202,1.573,3.774,0.324,0.382,0.706,193,11.4%,195,78,620,571,52.06%
Stephen Weiss,FLA,23,F,74,20,28,48,28,-1,17:06,12:05,2:29,2:31,10,10,0,1,0,15,11,2,4,3,25,21,2,5,3,43.8%,0.948,1.327,2.274,0.671,1.006,1.677,3.244,3.568,6.812,0.27,0.378,0.649,176,11.4%,44,42,543,639,45.94%
Michel Ouellet,PIT,24,F,73,19,29,48,30,-3,13:19,10:09,3:09,0:00,8,11,0,2,0,21,8,0,4,0,29,19,0,6,0,39.6%,1.172,1.789,2.961,0.647,1.699,2.346,2.861,2.081,4.943,0.26,0.397,0.658,148,12.8%,51,36,3,5,37.50%
Sean Avery,NYR,26,F,84,18,30,48,174,1,17:11,12:59,2:30,1:41,15,2,1,2,0,16,13,1,3,0,31,15,2,5,0,31.3%,0.748,1.247,1.994,0.825,0.88,1.705,0.568,3.693,4.261,0.214,0.357,0.571,249,7.2%,110,32,143,147,49.31%
Petr Cajánek,STL,31,F,77,15,33,48,54,9,16:15,11:56,3:07,1:10,14,1,0,1,0,25,8,0,5,0,39,9,0,6,0,18.8%,0.719,1.582,2.301,0.914,1.631,2.545,0.249,1.993,2.243,0.195,0.429,0.623,167,9.0%,59,18,271,268,50.28%
Jussi Jokinen,DAL,23,F,82,14,34,48,18,8,13:53,10:47,3:05,0:01,8,6,0,1,0,19,15,0,7,1,27,21,0,8,1,43.8%,0.737,1.79,2.527,0.543,1.289,1.832,1.422,3.554,4.975,0.171,0.415,0.585,121,11.6%,23,21,145,133,52.16%
Brian Campbell,BUF,27,D,82,6,42,48,35,28,21:52,16:56,3:30,1:26,5,1,0,1,0,33,8,1,2,0,38,9,1,3,0,18.8%,0.201,1.404,1.605,0.216,1.426,1.642,0.209,1.672,1.881,0.073,0.512,0.585,92,6.5%,90,138,0,0,0.00%
Tomas Plekanec,MTL,24,F,81,20,27,47,36,10,15:58,12:01,1:57,1:59,13,5,2,1,0,16,9,2,4,1,29,14,4,5,1,29.8%,0.927,1.252,2.179,0.8,0.985,1.785,1.892,3.406,5.298,0.247,0.333,0.58,150,13.3%,26,33,560,599,48.32%
Alexei Kovalev,MTL,33,F,73,18,29,47,78,-19,18:14,13:07,4:04,1:03,10,8,0,5,0,14,14,1,5,1,24,22,1,10,1,46.8%,0.811,1.306,2.117,0.626,0.877,1.503,1.617,2.829,4.446,0.247,0.397,0.644,197,9.1%,43,19,75,87,46.30%
Matthew Lombardi,CGY,24,F,81,20,26,46,48,10,16:22,11:24,2:29,2:28,11,5,4,5,0,17,8,1,4,0,28,13,5,9,0,28.3%,0.905,1.177,2.082,0.714,1.104,1.818,1.487,2.379,3.866,0.247,0.321,0.568,176,11.4%,51,40,474,491,49.12%
Brad Boyes,STL,24,F,81,17,29,46,29,-17,16:22,12:36,3:04,0:41,15,1,1,2,0,20,8,1,4,1,35,9,2,6,1,19.6%,0.769,1.311,2.08,0.881,1.175,2.057,0.241,1.924,2.165,0.21,0.358,0.568,182,9.3%,60,32,151,162,48.24%
Dustin Brown,LAK,22,F,81,17,29,46,54,-21,18:42,12:39,3:40,2:22,4,13,0,1,0,16,12,1,1,0,20,25,1,2,0,54.3%,0.673,1.148,1.821,0.234,0.937,1.171,2.615,2.414,5.029,0.21,0.358,0.568,195,8.7%,258,31,38,39,49.35%
Marc-Andre Bergeron,NYI,26,D,78,14,32,46,38,-4,19:07,14:09,4:19,0:38,4,10,0,4,0,17,15,0,6,0,21,25,0,10,0,54.3%,0.563,1.287,1.851,0.217,0.924,1.141,1.78,2.67,4.45,0.179,0.41,0.59,166,8.4%,28,78,0,0,0.00%
Peter Schaefer,OTT,29,F,77,12,34,46,32,7,16:43,12:22,2:18,2:03,7,5,0,2,0,25,8,1,7,1,32,13,1,9,1,28.3%,0.559,1.584,2.143,0.441,1.575,2.016,1.691,2.706,4.397,0.156,0.442,0.597,132,9.1%,43,28,2,5,28.57%
Dustin Penner,ANA,24,F,82,29,16,45,58,-2,13:59,11:01,2:55,0:02,20,9,0,5,0,9,7,0,2,0,29,16,0,7,0,35.6%,1.517,0.837,2.354,1.327,0.597,1.924,2.257,1.755,4.012,0.354,0.195,0.549,204,14.2%,97,18,27,31,46.55%
Glen Murray,BOS,34,F,59,28,17,45,44,-12,18:45,13:23,4:45,0:36,16,12,0,4,2,11,6,0,1,0,27,18,0,5,2,40.0%,1.518,0.922,2.44,1.215,0.836,2.051,2.562,1.281,3.844,0.475,0.288,0.763,201,13.9%,28,12,10,9,52.63%
Brian Gionta,NJD,27,F,62,25,20,45,36,-3,18:49,13:51,4:26,0:31,14,11,0,4,0,13,7,0,4,0,27,18,0,8,0,40.0%,1.285,1.028,2.313,0.978,0.908,1.886,2.396,1.525,3.92,0.403,0.323,0.726,194,12.9%,30,10,12,19,38.71%
Alexei Ponikarovsky,TOR,26,F,71,21,24,45,63,8,17:06,13:35,2:33,0:57,15,6,0,1,0,19,5,0,3,0,34,11,0,4,0,24.4%,1.038,1.186,2.224,0.932,1.181,2.113,1.986,1.655,3.642,0.296,0.338,0.634,198,10.6%,133,38,1,3,25.00%
Mike Comrie,OTT,26,F,65,20,25,45,44,0,15:14,11:32,3:22,0:19,13,7,0,3,0,17,8,0,2,0,30,15,0,5,0,33.3%,1.211,1.514,2.725,1.039,1.359,2.398,1.918,2.191,4.109,0.308,0.385,0.692,125,16.0%,44,39,224,230,49.34%
Marco Sturm,BOS,28,F,76,27,17,44,46,-24,18:35,11:55,4:17,2:22,15,10,2,1,0,9,8,0,3,1,24,18,2,4,1,40.9%,1.146,0.722,1.868,0.992,0.595,1.588,1.842,1.474,3.316,0.355,0.224,0.579,224,12.1%,44,22,8,5,61.54%
Bryan Smolinski,VAN,35,F,82,18,26,44,37,7,17:59,12:34,3:15,2:08,8,6,4,3,0,19,6,1,7,0,27,12,5,10,0,27.3%,0.732,1.058,1.79,0.465,1.105,1.57,1.349,1.349,2.697,0.22,0.317,0.537,163,11.0%,65,63,611,601,50.41%
Corey Perry,ANA,21,F,82,17,27,44,55,12,12:28,9:43,2:40,0:03,13,4,0,3,0,11,16,0,3,0,24,20,0,6,0,45.5%,0.998,1.585,2.582,0.979,0.828,1.807,1.091,4.364,5.455,0.207,0.329,0.537,194,8.8%,59,13,9,12,42.86%
John-Michael Liles,COL,26,D,71,14,30,44,24,0,17:45,12:28,5:02,0:15,6,8,0,3,0,10,20,0,4,0,16,28,0,7,0,63.6%,0.666,1.427,2.093,0.407,0.678,1.085,1.343,3.357,4.7,0.197,0.423,0.62,128,10.9%,31,68,0,0,0.00%
Martin Gelinas,FLA,36,F,82,14,30,44,36,7,13:25,11:23,1:57,0:04,7,7,0,1,1,24,6,0,2,0,31,13,0,3,1,29.5%,0.763,1.635,2.398,0.449,1.541,1.991,2.612,2.239,4.851,0.171,0.366,0.537,171,8.2%,74,19,11,16,40.74%
Todd White,MIN,31,F,77,13,31,44,24,8,17:13,12:10,2:27,2:35,6,6,1,1,1,22,8,1,6,1,28,14,2,7,2,31.8%,0.588,1.403,1.991,0.384,1.408,1.792,1.903,2.537,4.44,0.169,0.403,0.571,162,8.0%,26,40,517,534,49.19%
Derek Armstrong,LAK,33,F,67,11,33,44,62,13,15:03,12:11,2:42,0:09,8,3,0,0,0,27,6,0,4,0,35,9,0,4,0,20.5%,0.654,1.962,2.616,0.587,1.982,2.57,0.992,1.983,2.975,0.164,0.493,0.657,109,10.1%,58,18,403,439,47.86%
Tom Poti,NYI,29,D,78,6,38,44,74,-1,25:42,16:27,4:38,4:36,0,6,0,1,1,11,26,1,7,1,11,32,1,8,2,72.7%,0.18,1.137,1.316,0.0,0.514,0.514,0.994,4.308,5.303,0.077,0.487,0.564,134,4.5%,61,170,0,0,0.00%
Jere Lehtinen,DAL,33,F,73,26,17,43,16,5,19:25,12:51,3:31,3:02,14,11,1,5,2,10,7,0,4,0,24,18,1,9,2,41.9%,1.1,0.719,1.819,0.895,0.64,1.535,2.563,1.631,4.195,0.356,0.233,0.589,194,13.4%,49,42,5,31,13.89%
Darcy Tucker,TOR,31,F,56,24,19,43,81,-11,17:47,12:09,4:59,0:38,9,15,0,6,1,13,6,0,0,0,22,21,0,6,1,48.8%,1.446,1.144,2.59,0.793,1.145,1.938,3.222,1.289,4.511,0.429,0.339,0.768,143,16.8%,87,36,6,9,40.00%
Mike Modano,DAL,36,F,59,22,21,43,34,9,18:24,13:11,3:42,1:30,13,9,0,7,1,11,9,1,2,0,24,18,1,9,1,41.9%,1.215,1.16,2.376,1.002,0.848,1.849,2.467,2.467,4.934,0.373,0.356,0.729,141,15.6%,20,13,479,439,52.18%
Zdeno Chara,BOS,29,D,80,11,32,43,100,-21,27:33,17:34,5:09,4:48,2,9,0,3,1,14,17,1,2,0,16,26,1,5,1,60.5%,0.299,0.871,1.171,0.085,0.597,0.683,1.309,2.473,3.782,0.138,0.4,0.538,204,5.4%,203,134,0,1,0.00%
Joni Pitkänen,PHI,23,D,77,4,39,43,88,-25,24:32,17:37,4:42,2:12,3,1,0,0,0,20,17,2,3,0,23,18,2,3,0,41.9%,0.127,1.238,1.365,0.133,0.884,1.016,0.165,2.812,2.977,0.052,0.506,0.558,137,2.9%,34,124,0,0,0.00%
Jordan Staal,PIT,18,F,81,29,13,42,24,16,14:56,10:42,1:12,3:02,18,4,7,4,1,9,2,2,2,0,27,6,9,6,1,14.3%,1.438,0.644,2.082,1.246,0.623,1.869,2.456,1.228,3.684,0.358,0.16,0.519,131,22.1%,33,42,142,241,37.08%
Fredrik Modin,CBJ,32,F,79,22,20,42,50,-3,19:06,12:28,3:33,3:04,16,6,0,4,0,14,6,0,2,0,30,12,0,6,0,28.6%,0.874,0.795,1.669,0.974,0.852,1.827,1.278,1.278,2.556,0.278,0.253,0.532,220,10.0%,21,60,236,272,46.46%
Gary Roberts,PIT,40,F,69,20,22,42,97,0,16:43,12:53,3:45,0:04,14,6,0,4,0,13,9,0,3,0,27,15,0,7,0,35.7%,1.04,1.144,2.184,0.944,0.877,1.821,1.387,2.08,3.467,0.29,0.319,0.609,125,16.0%,127,19,19,12,61.29%
Jeff O'Neill,TOR,30,F,74,20,22,42,54,1,13:43,10:43,2:59,0:00,14,6,0,3,0,17,5,0,3,0,31,11,0,6,0,26.2%,1.182,1.3,2.482,1.059,1.286,2.344,1.627,1.356,2.983,0.27,0.297,0.568,165,12.1%,108,11,144,105,57.83%
Sergei Fedorov,CBJ,37,F,73,18,24,42,56,-7,19:56,13:12,4:22,2:21,9,7,2,2,0,11,11,2,7,2,20,18,4,9,2,42.9%,0.742,0.989,1.731,0.56,0.684,1.244,1.317,2.069,3.386,0.247,0.329,0.575,163,11.0%,50,28,356,324,52.35%
Travis Zajac,NJD,21,F,80,17,25,42,16,1,16:02,13:18,2:41,0:02,11,6,0,2,0,19,6,0,7,0,30,12,0,9,0,28.6%,0.795,1.169,1.964,0.62,1.071,1.691,1.667,1.667,3.334,0.213,0.313,0.525,134,12.7%,37,31,424,480,46.90%
Kyle Wellwood,TOR,23,F,48,12,30,42,0,3,16:38,12:19,4:17,0:00,5,7,0,2,0,16,14,0,4,1,21,21,0,6,1,50.0%,0.902,2.254,3.156,0.507,1.623,2.13,2.036,4.071,6.107,0.25,0.625,0.875,99,12.1%,25,7,164,127,56.36%
Kevin Bieksa,VAN,25,D,81,12,30,42,134,1,24:16,16:53,3:43,3:38,6,6,0,2,0,17,13,0,5,2,23,19,0,7,2,45.2%,0.366,0.915,1.282,0.263,0.745,1.008,1.191,2.58,3.77,0.148,0.37,0.519,203,5.9%,109,79,0,0,0.00%
Jay Bouwmeester,FLA,23,D,82,12,30,42,66,23,25:56,18:03,3:22,4:31,9,3,0,3,0,22,8,0,4,1,31,11,0,7,1,26.2%,0.338,0.846,1.184,0.365,0.891,1.256,0.652,1.739,2.391,0.146,0.366,0.512,174,6.9%,143,129,0,0,0.00%
Matt Carle,SJS,22,D,77,11,31,42,30,9,18:08,13:12,4:36,0:19,3,8,0,1,0,13,18,0,9,1,16,26,0,10,1,61.9%,0.473,1.332,1.804,0.177,0.767,0.944,1.354,3.047,4.401,0.143,0.403,0.545,111,9.9%,34,71,0,1,0.00%
Matt Cullen,NYR,30,F,80,16,25,41,52,0,17:09,12:07,2:20,2:42,11,2,3,2,0,18,5,2,6,0,29,7,5,8,0,17.1%,0.699,1.093,1.792,0.681,1.114,1.795,0.641,1.603,2.245,0.2,0.313,0.513,217,7.4%,61,45,619,515,54.59%
Radim Vrbata,CHI,25,F,77,14,27,41,26,-4,16:53,12:41,3:26,0:45,9,5,0,2,0,20,6,1,2,0,29,11,1,4,0,26.8%,0.646,1.246,1.892,0.553,1.228,1.781,1.13,1.356,2.487,0.182,0.351,0.532,215,6.5%,14,12,4,8,33.33%
Petr Prucha,NYR,24,F,79,22,18,40,30,-7,12:59,10:04,2:53,0:01,14,8,0,2,0,10,8,0,4,0,24,16,0,6,0,40.0%,1.286,1.052,2.337,1.056,0.754,1.81,2.097,2.097,4.193,0.278,0.228,0.506,136,16.2%,78,31,35,35,50.00%
Daniel Cleary,DET,28,F,71,20,20,40,24,6,15:28,10:50,2:08,2:29,12,6,2,5,0,17,2,1,2,0,29,8,3,7,0,20.0%,1.093,1.093,2.185,0.936,1.326,2.262,2.372,0.791,3.163,0.282,0.282,0.563,135,14.8%,67,26,210,201,51.09%
Shea Weber,NSH,21,D,79,17,23,40,60,13,19:23,15:51,2:35,0:55,11,6,0,2,0,14,8,1,3,0,25,14,1,5,0,35.0%,0.666,0.901,1.567,0.527,0.67,1.197,1.757,2.342,4.099,0.215,0.291,0.506,152,11.2%,165,77,0,0,0.00%
Owen Nolan,PHX,34,F,76,16,24,40,56,-2,15:25,10:53,2:38,1:53,11,2,3,1,0,14,10,0,2,0,25,12,3,3,0,30.0%,0.819,1.229,2.048,0.798,1.015,1.813,0.597,2.983,3.579,0.211,0.316,0.526,154,10.4%,49,19,125,113,52.52%
Sergei Brylin,NJD,32,F,82,16,24,40,35,-5,17:45,13:35,2:30,1:38,8,8,0,2,0,16,7,1,3,0,24,15,1,5,0,37.5%,0.66,0.989,1.649,0.431,0.861,1.292,2.333,2.041,4.374,0.195,0.293,0.488,97,16.5%,72,42,126,151,45.49%
Randy Robitaille,NYI,31,F,78,11,29,40,44,-6,14:08,12:04,1:39,0:24,8,3,0,1,0,23,6,0,4,0,31,9,0,5,0,22.5%,0.598,1.578,2.176,0.51,1.466,1.975,1.389,2.778,4.167,0.141,0.372,0.513,120,9.2%,26,34,426,373,53.32%
Michal Rozsíval,NYR,28,D,80,10,30,40,52,10,23:46,15:55,4:35,3:15,3,7,0,3,0,15,13,2,8,3,18,20,2,11,3,50.0%,0.315,0.946,1.262,0.141,0.706,0.848,1.144,2.125,3.269,0.125,0.375,0.5,104,9.6%,129,161,0,3,0.00%
Scott Hartnell,NSH,24,F,64,22,17,39,96,19,15:43,10:56,3:24,1:23,12,10,0,2,0,15,1,1,4,0,27,11,1,6,0,28.2%,1.312,1.014,2.325,1.029,1.286,2.314,2.756,0.276,3.031,0.344,0.266,0.609,150,14.7%,54,24,63,71,47.01%
Mark Parrish,MIN,29,F,76,19,20,39,18,9,14:19,10:28,3:48,0:02,14,5,0,4,1,14,6,0,1,0,28,11,0,5,1,28.2%,1.047,1.102,2.149,1.055,1.055,2.11,1.038,1.245,2.283,0.25,0.263,0.513,141,13.5%,48,28,4,9,30.77%
Antoine Vermette,OTT,24,F,77,19,20,39,52,-2,15:42,11:54,0:53,2:55,14,2,3,2,0,16,3,1,4,0,30,5,4,6,0,12.8%,0.943,0.992,1.935,0.917,1.048,1.964,1.759,2.638,4.397,0.247,0.26,0.506,151,12.6%,43,29,442,392,53.00%
Jeff Hamilton,CHI,29,F,70,18,21,39,22,-4,12:55,9:31,3:21,0:02,15,3,0,4,1,10,11,0,3,0,25,14,0,7,1,35.9%,1.193,1.392,2.586,1.349,0.899,2.248,0.764,2.803,3.567,0.257,0.3,0.557,138,13.0%,26,11,20,35,36.36%
Jarret Stoll,EDM,24,F,51,13,26,39,48,2,18:11,10:41,4:45,2:44,6,6,1,2,0,14,11,1,6,0,20,17,2,8,0,43.6%,0.841,1.681,2.522,0.661,1.541,2.202,1.482,2.717,4.199,0.255,0.51,0.765,115,11.3%,89,31,501,400,55.60%
Brett Clark,COL,30,D,82,10,29,39,50,5,23:40,16:36,3:21,3:43,6,4,0,1,0,18,10,1,6,1,24,14,1,7,1,35.9%,0.309,0.896,1.205,0.264,0.793,1.058,0.874,2.184,3.058,0.122,0.354,0.476,140,7.1%,85,210,1,0,100.00%
Matthew Stajan,TOR,23,F,82,10,29,39,44,3,16:08,12:11,2:05,1:52,8,1,1,1,0,23,6,0,4,1,31,7,1,5,1,17.9%,0.453,1.314,1.767,0.48,1.38,1.859,0.351,2.106,2.458,0.122,0.354,0.476,132,7.6%,86,46,454,531,46.09%
Chris Higgins,MTL,23,F,61,22,16,38,26,-11,17:54,12:33,3:14,2:06,11,8,3,3,0,9,7,0,1,0,20,15,3,4,0,39.5%,1.208,0.879,2.087,0.862,0.705,1.567,2.429,2.125,4.554,0.361,0.262,0.623,159,13.8%,35,36,18,35,33.96%
