Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Dainius Zubrus,WSH,27,F,71,23,34,57,84,3,20:22,12:16,5:07,2:57,10,13,0,5,0,19,13,2,4,2,29,26,2,9,2,45.6%,0.954,1.41,2.365,0.688,1.307,1.995,2.142,2.142,4.284,0.324,0.479,0.803,181,12.7%,93,45,562,556,50.27%
Yanic Perreault,NSH,34,F,69,22,35,57,30,-3,14:56,10:06,4:41,0:08,12,10,0,2,0,18,17,0,4,0,30,27,0,6,0,47.4%,1.28,2.036,3.316,1.032,1.548,2.58,1.853,3.151,5.004,0.319,0.507,0.826,145,15.2%,14,23,559,340,62.18%
Nils Ekman,SJS,29,F,77,21,36,57,54,20,15:12,11:06,3:02,1:03,16,5,0,2,0,22,14,0,4,0,38,19,0,6,0,33.3%,1.076,1.845,2.922,1.122,1.543,2.665,1.283,3.591,4.874,0.273,0.468,0.74,176,11.9%,50,21,18,21,46.15%
Doug Weight,CAR,34,F,70,15,42,57,75,-17,20:44,13:24,6:29,0:50,6,9,0,1,0,22,19,1,5,0,28,28,1,6,0,49.1%,0.62,1.736,2.356,0.383,1.406,1.789,1.19,2.511,3.701,0.214,0.6,0.814,175,8.6%,46,40,436,458,48.77%
Joe Nieuwendyk,FLA,39,F,65,26,30,56,46,-2,16:22,11:54,4:18,0:09,19,7,0,3,1,17,13,0,3,1,36,20,0,6,2,35.7%,1.465,1.691,3.156,1.474,1.318,2.792,1.497,2.781,4.278,0.4,0.462,0.862,195,13.3%,10,19,727,497,59.40%
Brendan Morrison,VAN,30,F,82,19,37,56,84,-1,19:30,12:37,4:55,1:57,11,8,0,5,2,22,15,0,6,1,33,23,0,11,3,41.1%,0.712,1.387,2.1,0.637,1.275,1.912,1.189,2.229,3.418,0.232,0.451,0.683,156,12.2%,38,26,670,658,50.45%
Ladislav Nagy,PHX,26,F,51,15,41,56,74,8,18:53,11:23,6:09,1:19,7,7,1,4,1,18,22,1,6,1,25,29,2,10,2,51.8%,0.934,2.554,3.488,0.722,1.858,2.58,1.337,4.201,5.538,0.294,0.804,1.098,132,11.4%,21,9,29,43,40.28%
Chris Pronger,EDM,31,D,80,12,44,56,74,2,27:59,16:08,6:40,5:11,2,10,0,3,1,12,32,0,5,0,14,42,0,8,1,75.0%,0.322,1.179,1.501,0.093,0.558,0.651,1.125,3.599,4.723,0.15,0.55,0.7,155,7.7%,65,163,0,1,0.00%
Anson Carter,VAN,31,F,81,33,22,55,41,-1,14:33,9:59,3:57,0:36,18,15,0,7,0,12,10,0,2,0,30,25,0,9,0,45.5%,1.679,1.119,2.798,1.334,0.889,2.223,2.808,1.872,4.68,0.407,0.272,0.679,146,22.6%,56,7,11,17,39.29%
Michael Ryder,MTL,25,F,81,30,25,55,40,-5,16:10,11:34,4:29,0:06,12,18,0,6,2,11,14,0,4,0,23,32,0,10,2,58.2%,1.374,1.145,2.519,0.768,0.704,1.472,2.972,2.312,5.284,0.37,0.309,0.679,243,12.4%,111,22,9,8,52.94%
Mike Cammalleri,LAK,23,F,80,26,29,55,50,-14,16:45,10:44,5:18,0:42,11,15,0,4,0,9,19,1,2,0,20,34,1,6,0,61.8%,1.164,1.298,2.462,0.769,0.629,1.397,2.121,2.686,4.807,0.325,0.363,0.688,206,12.6%,49,17,309,269,53.46%
Ray Whitney,CAR,33,F,63,17,38,55,42,0,17:11,11:12,5:53,0:05,5,12,0,2,1,14,24,0,5,1,19,36,0,7,2,65.5%,0.942,2.105,3.047,0.425,1.189,1.614,1.939,3.878,5.817,0.27,0.603,0.873,147,11.6%,5,26,5,8,38.46%
Jussi Jokinen,DAL,22,F,81,17,38,55,30,2,13:34,9:08,4:21,0:04,9,8,0,2,0,15,23,0,5,0,24,31,0,7,0,56.4%,0.928,2.074,3.001,0.73,1.216,1.946,1.359,3.908,5.267,0.21,0.469,0.679,107,15.9%,14,9,7,16,30.43%
Martin Rucínský,NYR,34,F,52,16,39,55,56,10,18:25,11:50,4:36,1:58,12,4,0,4,1,17,22,0,4,1,29,26,0,8,2,47.3%,1.002,2.443,3.445,1.169,1.657,2.826,1.002,5.51,6.511,0.308,0.75,1.058,152,10.5%,35,9,15,29,34.09%
Tim Connolly,BUF,24,F,63,16,39,55,28,5,18:00,11:15,4:01,2:43,9,7,0,3,0,20,16,3,8,2,29,23,3,11,2,41.8%,0.846,2.063,2.909,0.762,1.693,2.455,1.658,3.789,5.447,0.254,0.619,0.873,99,16.2%,17,47,359,485,42.54%
Rick Nash,CBJ,21,F,54,31,23,54,51,5,18:15,13:20,4:47,0:08,20,11,0,4,0,15,8,0,1,0,35,19,0,5,0,35.2%,1.886,1.399,3.285,1.666,1.25,2.916,2.552,1.856,4.408,0.574,0.426,1.0,170,18.2%,43,7,19,19,50.00%
Fredrik Modin,TBL,31,F,77,31,23,54,56,5,19:35,13:13,4:07,2:14,18,12,1,4,0,17,4,2,3,1,35,16,3,7,1,29.6%,1.233,0.915,2.148,1.06,1.001,2.062,2.271,0.757,3.029,0.403,0.299,0.701,221,14.0%,24,29,88,83,51.46%
Nikolai Zherdev,CBJ,21,F,73,27,27,54,50,-13,17:35,12:40,4:47,0:07,17,10,0,0,0,14,12,1,4,1,31,22,1,4,1,40.7%,1.261,1.261,2.523,1.102,0.908,2.01,1.717,2.06,3.777,0.37,0.37,0.74,194,13.9%,19,16,2,18,10.00%
Alexander Frolov,LAK,23,F,69,21,33,54,40,17,19:18,11:54,5:09,2:15,14,4,3,4,0,21,10,2,4,0,35,14,5,8,0,25.9%,0.946,1.486,2.432,1.023,1.534,2.557,0.675,1.688,2.363,0.304,0.478,0.783,174,12.1%,16,19,2,2,50.00%
Mike Johnson,PHX,31,F,80,16,38,54,50,7,16:34,10:20,3:32,2:41,9,6,1,3,0,26,12,0,5,1,35,18,1,8,1,33.3%,0.724,1.72,2.444,0.653,1.887,2.54,1.27,2.54,3.81,0.2,0.475,0.675,145,11.0%,74,24,104,130,44.44%
Joffrey Lupul,ANA,22,F,81,28,25,53,48,-13,16:37,11:21,4:38,0:38,14,12,2,2,0,14,11,0,3,0,28,23,2,5,0,43.4%,1.247,1.113,2.36,0.913,0.913,1.827,1.915,1.755,3.67,0.346,0.309,0.654,296,9.5%,55,11,38,63,37.62%
Glen Murray,BOS,33,F,64,24,29,53,52,-8,20:11,13:56,4:34,1:40,17,6,1,3,1,14,13,2,6,0,31,19,3,9,1,35.8%,1.114,1.346,2.46,1.143,0.941,2.083,1.229,2.663,3.893,0.375,0.453,0.828,195,12.3%,17,16,4,10,28.57%
Sergei Samsonov,EDM,27,F,74,23,30,53,28,-3,16:30,12:16,4:10,0:03,13,10,0,1,0,14,16,0,4,1,27,26,0,5,1,49.1%,1.13,1.473,2.603,0.859,0.925,1.784,1.944,3.11,5.053,0.311,0.405,0.716,143,16.1%,19,9,1,2,33.33%
Jamie Langenbrunner,NJD,30,F,80,19,34,53,74,-1,18:36,12:46,3:43,2:06,10,8,1,1,0,17,17,0,4,0,27,25,1,5,0,47.2%,0.766,1.371,2.136,0.587,0.998,1.585,1.608,3.418,5.027,0.238,0.425,0.663,243,7.8%,66,17,18,23,43.90%
Dan Boyle,TBL,29,D,79,15,38,53,38,-8,23:11,16:30,6:28,0:12,9,6,0,4,1,19,19,0,6,1,28,25,0,10,2,47.2%,0.491,1.244,1.735,0.414,0.874,1.288,0.704,2.23,2.934,0.19,0.481,0.671,153,9.8%,63,83,0,1,0.00%
Jere Lehtinen,DAL,32,F,80,33,19,52,30,9,18:42,11:12,4:08,3:21,18,14,1,6,0,12,7,0,4,1,30,21,1,10,1,40.4%,1.323,0.762,2.085,1.204,0.803,2.007,2.535,1.267,3.802,0.413,0.238,0.65,216,15.3%,58,51,6,22,21.43%
Steven Reinprecht,PHX,29,F,80,22,30,52,32,11,16:18,11:04,3:57,1:16,12,9,1,3,1,21,9,0,7,0,33,18,1,10,1,34.6%,1.011,1.379,2.391,0.813,1.422,2.235,1.705,1.705,3.411,0.275,0.375,0.65,130,16.9%,24,46,417,449,48.15%
Jozef Stumpel,FLA,33,F,74,15,37,52,26,11,17:46,11:55,3:03,2:47,11,3,1,1,0,24,13,0,8,3,35,16,1,9,3,30.8%,0.684,1.687,2.371,0.747,1.631,2.378,0.797,3.453,4.25,0.203,0.5,0.703,115,13.0%,24,28,450,466,49.13%
Mike York,NYI,27,F,75,13,39,52,30,-9,19:54,12:29,4:00,3:24,8,4,1,2,0,20,18,1,6,0,28,22,2,8,0,42.3%,0.522,1.567,2.089,0.512,1.281,1.794,0.797,3.586,4.383,0.173,0.52,0.693,146,8.9%,45,38,594,695,46.08%
Petr Sýkora,NYR,29,F,74,23,28,51,50,6,16:05,11:38,4:20,0:07,15,8,0,0,0,14,14,0,6,0,29,22,0,6,0,43.1%,1.158,1.41,2.569,1.044,0.975,2.019,1.496,2.618,4.114,0.311,0.378,0.689,230,10.0%,15,24,28,46,37.84%
John Leclair,PIT,36,F,73,22,29,51,61,-24,15:45,11:53,3:46,0:05,13,8,1,0,0,10,19,0,1,0,23,27,1,1,0,52.9%,1.148,1.513,2.66,0.899,0.691,1.59,1.744,4.142,5.886,0.301,0.397,0.699,135,16.3%,45,33,6,7,46.15%
Mike Ribeiro,MTL,25,F,79,16,35,51,36,-6,16:34,12:18,4:09,0:07,8,8,0,2,1,18,17,0,2,1,26,25,0,4,2,49.0%,0.733,1.603,2.336,0.494,1.111,1.605,1.461,3.104,4.565,0.203,0.443,0.646,130,12.3%,51,25,377,466,44.72%
Rob Blake,COL,36,D,81,14,37,51,94,2,24:22,14:43,5:20,4:18,6,7,1,1,0,19,17,1,5,1,25,24,2,6,1,47.1%,0.425,1.125,1.55,0.302,0.956,1.258,0.971,2.359,3.33,0.173,0.457,0.63,264,5.3%,108,175,0,2,0.00%
Marek Svatos,COL,23,F,61,32,18,50,60,0,13:44,9:47,3:50,0:06,20,12,0,9,0,8,10,0,1,0,28,22,0,10,0,44.0%,2.29,1.288,3.578,2.01,0.804,2.814,3.068,2.557,5.625,0.525,0.295,0.82,165,19.4%,35,13,1,4,20.00%
Peter Schaefer,OTT,28,F,82,20,30,50,40,16,15:49,11:00,2:09,2:39,12,4,4,2,0,23,6,1,7,0,35,10,5,9,0,20.0%,0.925,1.387,2.312,0.798,1.53,2.328,1.359,2.039,3.398,0.244,0.366,0.61,137,14.6%,57,29,10,17,37.04%
Kimmo Timonen,NSH,30,D,79,11,39,50,74,-3,22:26,12:14,6:03,4:08,3,8,0,1,0,8,30,1,4,1,11,38,1,5,1,76.0%,0.372,1.32,1.692,0.186,0.496,0.682,1.004,3.765,4.769,0.139,0.494,0.633,156,7.1%,37,102,4,1,80.00%
Wade Redden,OTT,28,D,65,10,40,50,63,35,23:28,14:30,5:32,3:25,2,8,0,4,0,16,22,2,5,0,18,30,2,9,0,60.0%,0.393,1.573,1.967,0.127,1.018,1.146,1.333,3.667,5.0,0.154,0.615,0.769,153,6.5%,72,72,1,0,100.00%
Mark Parrish,LAK,28,F,76,29,20,49,20,-23,18:32,10:57,4:37,2:57,13,16,0,5,1,6,14,0,2,0,19,30,0,7,1,61.2%,1.235,0.851,2.086,0.937,0.432,1.369,2.731,2.39,5.121,0.382,0.263,0.645,137,21.2%,23,38,2,10,16.67%
Matt Cullen,CAR,29,F,78,25,24,49,40,4,16:26,11:25,4:46,0:13,17,8,0,5,1,13,10,1,3,0,30,18,1,8,1,36.7%,1.17,1.123,2.293,1.144,0.875,2.019,1.288,1.61,2.898,0.321,0.308,0.628,214,11.7%,26,33,304,279,52.14%
Martin Erat,NSH,24,F,80,20,29,49,76,0,14:44,11:13,3:11,0:20,15,5,0,1,0,18,11,0,3,0,33,16,0,4,0,32.7%,1.017,1.475,2.492,1.003,1.203,2.206,1.177,2.59,3.767,0.25,0.363,0.613,143,14.0%,25,18,4,21,16.00%
Dion Phaneuf,CGY,20,D,82,20,29,49,93,5,21:43,14:12,5:19,2:12,4,16,0,7,1,11,17,1,4,0,15,33,1,11,1,67.3%,0.674,0.977,1.65,0.206,0.567,0.773,2.201,2.339,4.54,0.244,0.354,0.598,242,8.3%,203,97,0,0,0.00%
Scott Young,STL,38,F,79,18,31,49,52,-32,18:23,11:45,5:55,0:42,8,10,0,1,0,8,23,0,4,0,16,33,0,5,0,67.3%,0.744,1.281,2.024,0.517,0.517,1.034,1.283,2.951,4.234,0.228,0.392,0.62,284,6.3%,27,24,0,6,0.00%
John-Michael Liles,COL,25,D,82,14,35,49,44,5,18:31,12:32,5:27,0:31,8,6,0,1,0,13,22,0,2,1,21,28,0,3,1,57.1%,0.553,1.383,1.936,0.467,0.758,1.225,0.804,2.948,3.753,0.171,0.427,0.598,154,9.1%,41,100,1,0,100.00%
Marek Zidlicky,NSH,28,D,67,12,37,49,82,8,20:03,12:54,6:01,1:06,2,10,0,1,0,18,19,0,9,1,20,29,0,10,1,59.2%,0.536,1.652,2.188,0.139,1.248,1.387,1.485,2.821,4.305,0.179,0.552,0.731,113,10.6%,76,67,0,0,0.00%
Brian Rafalski,NJD,32,D,82,6,43,49,36,0,25:31,17:21,5:28,2:41,3,3,0,2,1,18,24,1,5,0,21,27,1,7,1,55.1%,0.172,1.233,1.405,0.127,0.759,0.886,0.4,3.203,3.603,0.073,0.524,0.598,126,4.8%,56,120,0,1,0.00%
Scott Hartnell,NSH,23,F,81,25,23,48,101,8,16:05,10:16,4:17,1:31,13,10,2,8,0,14,7,2,7,0,27,17,4,15,0,35.4%,1.151,1.059,2.21,0.937,1.01,1.947,1.726,1.208,2.934,0.309,0.284,0.593,211,11.9%,58,30,22,36,37.93%
Thomas Vanek,BUF,21,F,81,25,23,48,72,-11,14:43,11:03,3:34,0:05,14,11,0,4,0,10,13,0,6,0,24,24,0,10,0,50.0%,1.257,1.156,2.413,0.938,0.67,1.607,2.274,2.688,4.962,0.309,0.284,0.593,204,12.3%,22,22,5,18,21.74%
Mark Bell,CHI,25,F,82,25,23,48,107,-14,17:36,11:53,3:48,1:55,13,11,1,1,0,13,10,0,5,1,26,21,1,6,1,43.8%,1.038,0.955,1.994,0.8,0.8,1.6,2.111,1.919,4.031,0.305,0.28,0.585,227,11.0%,93,27,501,533,48.45%
Bryan Smolinski,OTT,34,F,81,17,31,48,46,8,14:47,10:55,3:18,0:34,13,4,0,5,0,19,12,0,1,0,32,16,0,6,0,33.3%,0.851,1.552,2.403,0.882,1.289,2.17,0.898,2.693,3.59,0.21,0.383,0.593,178,9.6%,66,35,517,522,49.76%
Petr Prucha,NYR,23,F,68,30,17,47,32,3,13:41,9:49,3:49,0:02,14,16,0,2,0,11,6,0,3,0,25,22,0,5,0,46.8%,1.933,1.096,3.029,1.258,0.988,2.246,3.689,1.383,5.073,0.441,0.25,0.691,130,23.1%,52,20,78,72,52.00%
Nathan Horton,FLA,20,F,71,28,19,47,89,8,16:53,12:47,3:36,0:29,25,3,0,1,0,13,6,0,2,1,38,9,0,3,1,19.1%,1.401,0.951,2.352,1.652,0.859,2.51,0.702,1.404,2.106,0.394,0.268,0.662,162,17.3%,46,18,11,13,45.83%
Kristian Huselius,CGY,27,F,78,20,27,47,40,-9,14:51,10:47,3:53,0:10,12,8,0,4,0,7,20,0,4,0,19,28,0,8,0,59.6%,1.035,1.398,2.433,0.855,0.499,1.354,1.581,3.951,5.532,0.256,0.346,0.603,164,12.2%,7,13,3,3,50.00%
Paul Mara,PHX,26,D,78,15,32,47,70,-12,21:29,14:12,5:37,1:39,7,8,0,0,0,11,21,0,10,1,18,29,0,10,1,61.7%,0.537,1.145,1.682,0.379,0.596,0.975,1.094,2.873,3.967,0.192,0.41,0.603,157,9.6%,52,80,0,1,0.00%
Geoff Sanderson,PHX,33,F,77,25,21,46,58,-15,13:42,10:10,2:47,0:44,13,11,1,1,0,14,7,0,4,0,27,18,1,5,0,39.1%,1.421,1.194,2.615,0.996,1.072,2.068,3.065,1.951,5.016,0.325,0.273,0.597,159,15.7%,33,17,183,177,50.83%
Derek Roy,BUF,22,F,70,18,28,46,57,1,17:01,11:49,3:01,2:09,12,5,1,1,0,18,10,0,4,0,30,15,1,5,0,32.6%,0.906,1.409,2.315,0.869,1.304,2.173,1.414,2.828,4.242,0.257,0.4,0.657,151,11.9%,40,40,387,420,47.96%
Pierre Turgeon,COL,36,F,62,16,30,46,32,1,12:47,9:23,3:19,0:03,9,7,0,1,0,17,13,0,8,0,26,20,0,9,0,43.5%,1.211,2.271,3.482,0.927,1.75,2.677,2.034,3.777,5.811,0.258,0.484,0.742,94,17.0%,14,14,282,298,48.62%
Joni Pitkänen,PHI,22,D,58,13,33,46,78,22,23:42,16:01,5:00,2:40,8,5,0,3,3,18,14,1,4,0,26,19,1,7,3,41.3%,0.567,1.44,2.007,0.516,1.162,1.678,1.033,2.892,3.924,0.224,0.569,0.793,118,11.0%,52,81,0,0,0.00%
Andrei Markov,MTL,27,D,67,10,36,46,74,13,23:32,14:36,5:17,3:39,3,6,1,1,0,16,18,2,10,2,19,24,3,11,2,52.2%,0.38,1.369,1.749,0.184,0.981,1.165,1.017,3.05,4.066,0.149,0.537,0.687,88,11.4%,42,108,0,1,0.00%
Jay Bouwmeester,FLA,22,D,82,5,41,46,79,1,25:29,16:59,3:30,4:59,5,0,0,0,0,25,16,0,3,0,30,16,0,3,0,34.8%,0.144,1.177,1.32,0.215,1.077,1.292,0.0,3.33,3.33,0.061,0.5,0.561,189,2.7%,77,105,0,1,0.00%
Mikael Samuelsson,DET,29,F,71,23,22,45,42,27,13:31,10:25,2:41,0:24,16,7,0,3,0,16,6,0,4,0,32,13,0,7,0,28.9%,1.437,1.375,2.812,1.297,1.297,2.594,2.196,1.882,4.078,0.324,0.31,0.634,187,12.3%,49,16,3,8,27.27%
Ian Laperriere,COL,31,F,82,21,24,45,116,3,17:09,12:05,0:41,4:22,19,1,1,3,1,23,0,1,2,0,42,1,2,5,1,2.2%,0.895,1.023,1.919,1.149,1.391,2.541,1.065,0.0,1.065,0.256,0.293,0.549,133,15.8%,78,92,442,521,45.90%
Alexander Steen,TOR,21,F,75,18,27,45,42,-9,17:37,11:34,3:10,2:52,8,9,1,3,0,17,10,0,4,0,25,19,1,7,0,42.2%,0.817,1.226,2.043,0.553,1.174,1.727,2.271,2.523,4.794,0.24,0.36,0.6,176,10.2%,101,40,7,22,24.14%
Patrik Elias,NJD,29,F,38,16,29,45,20,11,18:34,13:34,4:37,0:21,10,6,0,3,0,14,15,0,8,1,24,21,0,11,1,46.7%,1.361,2.466,3.827,1.163,1.628,2.79,2.047,5.117,7.164,0.421,0.763,1.184,142,11.3%,22,4,2,8,20.00%
Tyler Arnason,OTT,26,F,79,13,32,45,44,1,14:19,10:58,3:13,0:07,8,5,0,1,1,22,10,0,3,2,30,15,0,4,3,33.3%,0.689,1.696,2.385,0.553,1.522,2.075,1.177,2.354,3.53,0.165,0.405,0.57,203,6.4%,6,22,309,355,46.54%
Kyle Wellwood,TOR,22,F,81,11,34,45,14,0,12:46,9:28,3:14,0:03,8,3,0,0,0,15,19,0,3,1,23,22,0,3,1,48.9%,0.638,1.971,2.608,0.625,1.172,1.797,0.685,4.338,5.023,0.136,0.42,0.556,117,9.4%,14,12,334,259,56.32%
Mike Fisher,OTT,25,F,68,22,22,44,64,23,17:09,11:31,2:25,3:12,16,2,4,3,0,12,7,3,2,1,28,9,7,5,1,20.5%,1.132,1.132,2.264,1.225,0.918,2.143,0.73,2.554,3.284,0.324,0.324,0.647,150,14.7%,109,46,444,439,50.28%
Ryan Malone,PIT,26,F,77,22,22,44,63,-22,18:05,12:28,3:10,2:27,7,10,5,1,0,13,7,2,2,1,20,17,7,3,1,38.6%,0.948,0.948,1.895,0.437,0.812,1.25,2.457,1.72,4.177,0.286,0.286,0.571,153,14.4%,110,41,288,440,39.56%
Sergei Fedorov,CBJ,36,F,67,12,32,44,66,-2,21:01,12:59,4:36,3:26,8,3,1,2,1,17,14,1,4,2,25,17,2,6,3,38.6%,0.511,1.362,1.873,0.552,1.173,1.724,0.582,2.716,3.298,0.179,0.478,0.657,160,7.5%,43,31,650,599,52.04%
Brian Campbell,BUF,26,D,79,12,32,44,16,-14,17:42,13:00,4:35,0:06,7,5,0,5,1,10,22,0,2,0,17,27,0,7,1,61.4%,0.515,1.372,1.887,0.409,0.584,0.993,0.827,3.641,4.468,0.152,0.405,0.557,105,11.4%,38,51,0,0,0.00%
Jeff Halpern,WSH,29,F,70,11,33,44,79,-8,20:00,11:52,4:32,3:34,5,6,0,1,0,18,14,1,5,0,23,20,1,6,0,45.5%,0.471,1.414,1.885,0.361,1.299,1.66,1.131,2.64,3.771,0.157,0.471,0.629,151,7.3%,39,53,803,651,55.23%
Michal Handzus,PHI,28,F,73,11,33,44,38,-2,18:28,11:42,2:57,3:47,8,2,1,1,0,16,13,4,7,3,24,15,5,8,3,34.1%,0.489,1.468,1.958,0.562,1.123,1.685,0.554,3.603,4.157,0.151,0.452,0.603,113,9.7%,58,63,608,535,53.19%
Frantisek Kaberle,CAR,32,D,77,6,38,44,46,8,19:36,13:35,4:08,1:53,5,1,0,3,2,21,16,1,3,0,26,17,1,6,2,38.6%,0.238,1.51,1.748,0.287,1.204,1.491,0.188,3.011,3.2,0.078,0.494,0.571,126,4.8%,30,104,0,0,0.00%
Philippe Boucher,DAL,32,D,66,16,27,43,77,28,23:24,14:35,4:46,4:02,8,8,0,3,1,14,11,2,4,0,22,19,2,7,1,44.2%,0.621,1.048,1.67,0.498,0.872,1.37,1.524,2.095,3.619,0.242,0.409,0.652,174,9.2%,132,145,1,0,100.00%
Zdeno Chara,OTT,28,D,71,16,27,43,135,17,27:11,16:58,4:24,5:47,5,10,1,3,1,13,12,2,3,0,18,22,3,6,1,51.2%,0.497,0.839,1.337,0.249,0.647,0.896,1.914,2.296,4.21,0.225,0.38,0.606,212,7.6%,224,121,10,14,41.67%
Jaroslav Spacek,EDM,31,D,76,12,31,43,96,11,23:39,15:27,4:48,3:24,8,4,0,0,0,13,17,1,7,3,21,21,1,7,3,48.8%,0.4,1.034,1.435,0.409,0.664,1.073,0.658,2.795,3.452,0.158,0.408,0.566,150,8.0%,88,99,0,0,0.00%
Brad Stuart,BOS,26,D,78,12,31,43,52,-8,24:57,16:18,5:02,3:36,5,7,0,2,1,14,14,3,4,3,19,21,3,6,4,48.8%,0.37,0.955,1.325,0.236,0.66,0.896,1.067,2.133,3.2,0.154,0.397,0.551,163,7.4%,105,125,0,0,0.00%
Tom Preissing,SJS,27,D,74,11,32,43,26,17,20:29,13:48,4:11,2:29,9,2,0,2,2,11,20,1,6,2,20,22,1,8,4,51.2%,0.435,1.266,1.701,0.528,0.646,1.174,0.387,3.866,4.252,0.149,0.432,0.581,131,8.4%,27,62,0,1,0.00%
Jeff Carter,PHI,20,F,81,23,19,42,40,10,12:04,9:10,2:39,0:14,15,6,2,7,0,12,7,0,3,0,27,13,2,10,0,31.0%,1.411,1.166,2.577,1.211,0.969,2.181,1.676,1.955,3.631,0.284,0.235,0.519,189,12.2%,55,20,329,354,48.17%
Jochen Hecht,BUF,28,F,64,18,24,42,34,10,18:07,11:25,3:49,2:52,12,4,2,4,1,19,4,1,8,0,31,8,3,12,1,19.0%,0.931,1.242,2.173,0.985,1.559,2.544,0.98,0.98,1.959,0.281,0.375,0.656,179,10.1%,29,40,62,94,39.74%
Tony Amonte,CGY,35,F,80,14,28,42,43,3,17:06,11:05,3:34,2:27,10,3,1,3,0,13,14,1,6,0,23,17,2,9,0,40.5%,0.613,1.227,1.84,0.676,0.879,1.555,0.63,2.94,3.571,0.175,0.35,0.525,155,9.0%,28,36,21,45,31.82%
Zigmund Palffy,PIT,33,F,42,11,31,42,12,5,19:19,13:26,4:49,1:04,9,2,0,2,0,22,9,0,3,0,31,11,0,5,0,26.2%,0.813,2.292,3.105,0.957,2.34,3.297,0.593,2.667,3.26,0.262,0.738,1.0,112,9.8%,4,11,2,2,50.00%
Raffi Torres,EDM,24,F,82,27,14,41,50,4,13:23,10:36,2:44,0:03,21,6,0,3,1,9,5,0,1,0,30,11,0,4,1,26.8%,1.474,0.765,2.239,1.449,0.621,2.07,1.605,1.337,2.942,0.329,0.171,0.5,164,16.5%,110,12,25,35,41.67%
Ruslan Fedotenko,TBL,26,F,80,26,15,41,44,-4,15:20,12:49,2:26,0:04,22,4,0,6,1,12,3,0,1,0,34,7,0,7,1,17.1%,1.271,0.733,2.004,1.287,0.702,1.988,1.227,0.92,2.148,0.325,0.188,0.513,164,15.9%,81,26,12,16,42.86%
Chris Kunitz,ANA,26,F,69,19,22,41,71,16,13:53,10:51,2:04,0:57,13,5,1,2,0,17,5,0,3,0,30,10,1,5,0,24.4%,1.189,1.377,2.566,1.041,1.362,2.403,2.094,2.094,4.188,0.275,0.319,0.594,149,12.8%,87,22,7,8,46.67%
Brian Willsie,WSH,27,F,82,19,22,41,77,-19,16:39,10:43,4:19,1:36,10,8,1,2,0,9,13,0,0,0,19,21,1,2,0,51.2%,0.835,0.966,1.801,0.683,0.614,1.297,1.351,2.196,3.547,0.232,0.268,0.5,185,10.3%,30,31,27,25,51.92%
Martin Gelinas,FLA,35,F,82,17,24,41,80,27,15:58,12:10,2:11,1:36,13,4,0,3,0,23,1,0,2,0,36,5,0,5,0,12.2%,0.778,1.099,1.877,0.781,1.382,2.164,1.334,0.333,1.667,0.207,0.293,0.5,186,9.1%,63,36,10,14,41.67%
Derek Armstrong,LAK,32,F,62,13,28,41,46,-2,15:31,10:42,4:40,0:08,6,7,0,1,0,22,6,0,7,1,28,13,0,8,1,31.7%,0.811,1.746,2.556,0.542,1.988,2.53,1.45,1.243,2.694,0.21,0.452,0.661,100,13.0%,58,10,277,269,50.73%
Petr Cajánek,STL,30,F,71,10,31,41,54,-22,18:52,12:04,4:46,2:02,7,3,0,0,0,12,19,0,1,0,19,22,0,1,0,53.7%,0.448,1.388,1.835,0.49,0.84,1.33,0.532,3.368,3.9,0.141,0.437,0.577,150,6.7%,47,21,441,447,49.66%
Jean-Pierre Dumont,BUF,27,F,54,20,20,40,38,-1,16:00,11:37,4:13,0:09,11,9,0,4,0,9,11,0,2,0,20,20,0,6,0,50.0%,1.388,1.388,2.777,1.051,0.86,1.911,2.37,2.897,5.267,0.37,0.37,0.741,116,17.2%,48,19,1,8,11.11%
Jan Bulis,MTL,27,F,73,20,20,40,50,2,15:37,12:06,1:37,1:53,13,6,1,3,0,17,3,0,2,0,30,9,1,5,0,22.5%,1.052,1.052,2.104,0.883,1.155,2.038,3.031,1.515,4.546,0.274,0.274,0.548,131,15.3%,105,18,57,72,44.19%
Todd White,MIN,30,F,61,19,21,40,18,-1,17:12,10:31,3:58,2:41,14,5,0,0,0,10,10,1,4,0,24,15,1,4,0,37.5%,1.086,1.201,2.287,1.308,0.934,2.242,1.236,2.472,3.708,0.311,0.344,0.656,109,17.4%,9,30,435,451,49.10%
Colby Armstrong,PIT,23,F,47,16,24,40,58,15,19:04,11:50,3:16,3:57,7,7,2,3,0,19,5,0,2,0,26,12,2,5,0,30.0%,1.071,1.607,2.678,0.754,2.048,2.802,2.731,1.951,4.682,0.34,0.511,0.851,86,18.6%,62,34,12,32,27.27%
Gary Roberts,FLA,39,F,58,14,26,40,51,4,16:45,12:55,3:44,0:04,10,4,0,1,0,17,9,0,3,1,27,13,0,4,1,32.5%,0.865,1.606,2.47,0.8,1.36,2.16,1.105,2.485,3.59,0.241,0.448,0.69,122,11.5%,76,9,6,13,31.58%
