Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Joe Thornton,SJS,34,F,82,11,65,76,32,20,18:55,14:54,3:40,0:20,9,2,0,3,1,47,17,1,10,1,56,19,1,13,2,25.0%,0.425,2.512,2.937,0.442,2.306,2.748,0.398,3.382,3.78,0.134,0.793,0.927,122,9.0%,54,34,617,482,56.14%
Erik Karlsson,OTT,23,D,82,20,54,74,36,-15,27:04,21:28,4:05,1:30,15,5,0,1,0,28,26,0,8,1,43,31,0,9,1,41.9%,0.541,1.459,2.0,0.511,0.954,1.465,0.894,4.65,5.545,0.244,0.659,0.902,257,7.8%,122,101,0,0,0.00%
Evgeni Malkin,PIT,27,F,60,23,49,72,62,10,20:03,15:27,4:34,0:01,16,7,0,3,0,26,23,0,9,2,42,30,0,12,2,41.7%,1.146,2.442,3.589,1.035,1.682,2.716,1.53,5.028,6.558,0.383,0.817,1.2,191,12.0%,27,18,303,318,48.79%
Patrick Marleau,SJS,34,F,82,33,37,70,18,0,20:31,15:15,3:36,1:38,20,11,2,4,0,25,12,0,3,0,45,23,2,7,0,32.9%,1.177,1.319,2.496,0.959,1.199,2.157,2.227,2.43,4.657,0.402,0.451,0.854,285,11.6%,85,29,163,145,52.92%
Anze Kopitar,LAK,26,F,82,29,41,70,24,34,20:53,15:28,3:23,2:00,19,10,0,9,2,28,13,0,8,1,47,23,0,17,3,32.9%,1.016,1.436,2.452,0.898,1.323,2.222,2.154,2.801,4.955,0.354,0.5,0.854,200,14.5%,90,44,773,678,53.27%
Matt Duchene,COL,22,F,71,23,47,70,19,8,18:29,15:29,2:43,0:15,18,5,0,6,1,35,12,0,10,3,53,17,0,16,4,24.3%,1.051,2.147,3.198,0.981,1.908,2.89,1.547,3.712,5.259,0.324,0.662,0.986,217,10.6%,53,44,532,526,50.28%
Martin St. Louis,NYR,38,F,81,30,39,69,10,13,20:56,16:27,3:18,1:09,20,9,1,5,1,26,12,1,5,0,46,21,2,10,1,30.4%,1.061,1.38,2.441,0.9,1.17,2.07,2.01,2.68,4.69,0.37,0.481,0.852,204,14.7%,24,38,68,99,40.72%
Patrick Kane,CHI,25,F,69,29,40,69,22,7,19:36,16:17,3:18,0:00,19,10,0,6,0,25,15,0,5,0,44,25,0,11,0,36.2%,1.286,1.774,3.06,1.014,1.334,2.349,2.63,3.945,6.576,0.42,0.58,1.0,227,12.8%,16,15,4,4,50.00%
Blake Wheeler,WPG,27,F,82,28,41,69,63,4,18:41,15:12,2:37,0:51,20,8,0,4,2,30,11,0,8,2,50,19,0,12,4,27.5%,1.096,1.605,2.702,0.963,1.444,2.407,2.225,3.06,5.286,0.341,0.5,0.841,225,12.4%,150,68,15,25,37.50%
Kyle Okposo,NYI,25,F,71,27,42,69,51,-9,20:26,16:18,3:57,0:10,22,5,0,4,1,32,10,0,5,0,54,15,0,9,1,21.7%,1.117,1.737,2.854,1.14,1.658,2.798,1.069,2.138,3.207,0.38,0.592,0.972,195,13.9%,43,35,97,107,47.55%
David Krejcí,BOS,27,F,80,19,50,69,28,39,19:07,15:54,2:33,0:38,16,3,0,6,1,34,16,0,8,0,50,19,0,14,1,27.5%,0.745,1.961,2.706,0.754,1.603,2.357,0.877,4.677,5.554,0.238,0.625,0.863,169,11.2%,75,56,618,590,51.16%
Chris Kunitz,PIT,34,F,78,35,33,68,66,25,19:09,15:20,3:37,0:10,22,13,0,8,0,24,9,0,3,0,46,22,0,11,0,32.4%,1.405,1.325,2.73,1.103,1.203,2.306,2.754,1.907,4.661,0.449,0.423,0.872,218,16.1%,157,25,3,1,75.00%
Jonathan Toews,CHI,25,F,76,28,40,68,34,26,20:28,15:44,3:10,1:33,20,5,3,5,0,28,10,2,4,0,48,15,5,9,0,22.1%,1.08,1.543,2.623,1.003,1.404,2.407,1.245,2.489,3.734,0.368,0.526,0.895,193,14.5%,29,20,884,660,57.25%
Thomas Vanek,MTL,29,F,78,27,41,68,46,7,19:21,15:21,3:57,0:01,19,8,0,4,0,31,10,0,5,0,50,18,0,9,0,26.5%,1.073,1.63,2.703,0.952,1.553,2.504,1.554,1.942,3.496,0.346,0.526,0.872,248,10.9%,30,17,20,26,43.48%
Jaromír Jágr,NJD,41,F,82,24,43,67,46,16,19:09,16:12,2:53,0:03,19,5,0,6,1,31,12,0,10,4,50,17,0,16,5,25.4%,0.917,1.642,2.559,0.858,1.399,2.257,1.262,3.029,4.292,0.293,0.524,0.817,231,10.4%,4,9,0,2,0.00%
John Tavares,NYI,23,F,59,24,42,66,40,-6,21:14,16:58,4:05,0:10,16,8,0,4,0,25,17,0,4,1,41,25,0,8,1,37.9%,1.149,2.011,3.16,0.958,1.497,2.456,1.99,4.229,6.22,0.407,0.712,1.119,188,12.8%,23,19,554,575,49.07%
Jason Spezza,OTT,30,F,75,23,43,66,46,-26,18:12,14:22,3:03,0:47,14,9,0,5,0,30,13,0,5,0,44,22,0,10,0,33.3%,1.01,1.889,2.899,0.779,1.67,2.45,2.355,3.401,5.756,0.307,0.573,0.88,223,10.3%,17,26,775,661,53.97%
Jordan Eberle,EDM,23,F,80,28,37,65,18,-11,19:32,15:49,3:02,0:41,20,7,1,4,1,24,13,0,5,1,44,20,1,9,2,30.8%,1.074,1.42,2.494,0.948,1.138,2.086,1.727,3.207,4.934,0.35,0.463,0.813,200,14.0%,51,40,8,13,38.10%
Gabriel Landeskog,COL,21,F,81,26,39,65,71,21,18:40,16:03,2:24,0:12,21,5,0,4,1,34,5,0,9,1,55,10,0,13,2,15.4%,1.031,1.547,2.578,0.969,1.569,2.538,1.535,1.535,3.07,0.321,0.481,0.802,222,11.7%,176,52,13,5,72.22%
Ryan O'Reilly,COL,22,F,80,28,36,64,2,-1,19:49,15:59,2:39,1:09,19,9,0,6,2,23,13,0,10,1,42,22,0,16,3,34.4%,1.06,1.362,2.422,0.891,1.079,1.97,2.531,3.657,6.188,0.35,0.45,0.8,201,13.9%,22,43,192,179,51.75%
Bryan Little,WPG,26,F,82,23,41,64,58,8,20:00,15:05,2:39,2:14,13,8,2,1,0,32,7,2,4,0,45,15,4,5,0,23.4%,0.841,1.5,2.341,0.63,1.552,2.182,2.197,1.922,4.119,0.28,0.5,0.78,170,13.5%,84,38,785,868,47.49%
Ryan Johansen,CBJ,21,F,82,33,30,63,43,3,17:38,14:17,2:38,0:42,26,7,0,5,2,17,13,0,8,0,43,20,0,13,2,31.7%,1.368,1.244,2.612,1.331,0.87,2.201,1.942,3.606,5.547,0.402,0.366,0.768,237,13.9%,114,39,692,619,52.78%
Nathan MacKinnon,COL,18,F,82,24,39,63,26,20,17:20,14:56,2:20,0:04,16,8,0,5,0,30,9,0,9,3,46,17,0,14,3,27.0%,1.013,1.645,2.658,0.784,1.469,2.253,2.506,2.82,5.326,0.293,0.476,0.768,241,10.0%,57,45,194,258,42.92%
Alexander Steen,STL,29,F,68,33,29,62,46,17,20:16,15:03,3:19,1:54,25,7,1,9,0,17,10,2,5,0,42,17,3,14,0,27.4%,1.436,1.262,2.697,1.466,0.997,2.462,1.856,2.651,4.507,0.485,0.426,0.912,211,15.6%,43,28,265,276,48.98%
Patrice Bergeron,BOS,28,F,80,30,32,62,43,38,17:59,14:02,1:59,1:57,22,7,1,7,0,25,4,3,7,1,47,11,4,14,1,17.7%,1.251,1.334,2.585,1.175,1.335,2.51,2.646,1.512,4.158,0.375,0.4,0.775,243,12.4%,52,57,1015,717,58.60%
Jakub Vorácek,PHI,24,F,82,23,39,62,22,11,17:15,13:50,3:21,0:02,15,8,0,2,0,24,15,0,8,0,39,23,0,10,0,37.1%,0.975,1.654,2.629,0.793,1.269,2.062,1.74,3.263,5.003,0.28,0.476,0.756,235,9.8%,19,20,4,2,66.67%
Jarome Iginla,BOS,36,F,78,30,31,61,47,34,18:12,15:18,2:30,0:24,26,4,0,8,0,21,10,0,7,1,47,14,0,15,1,23.0%,1.267,1.309,2.576,1.306,1.055,2.361,1.23,3.074,4.304,0.385,0.397,0.782,209,14.4%,142,27,8,29,21.62%
James van Riemsdyk,TOR,24,F,80,30,31,61,50,-9,21:03,16:27,3:08,1:27,19,9,2,3,0,23,6,2,4,0,42,15,4,7,0,24.6%,1.069,1.104,2.173,0.866,1.048,1.915,2.146,1.431,3.576,0.375,0.388,0.763,279,10.8%,118,29,46,67,40.71%
James Neal,PIT,26,F,59,27,34,61,55,15,18:26,14:35,3:50,0:01,16,11,0,4,3,19,15,0,4,0,35,26,0,8,3,42.6%,1.488,1.874,3.362,1.115,1.324,2.439,2.917,3.978,6.896,0.458,0.576,1.034,238,11.3%,58,23,5,13,27.78%
Eric Staal,CAR,29,F,79,21,40,61,74,-13,20:17,16:04,3:20,0:52,18,1,2,0,0,27,11,2,7,1,45,12,4,7,1,19.7%,0.786,1.497,2.284,0.851,1.276,2.127,0.227,2.501,2.728,0.266,0.506,0.772,230,9.1%,67,28,754,676,52.73%
Duncan Keith,CHI,30,D,79,6,55,61,28,22,24:38,19:05,3:10,2:23,3,3,0,3,0,36,18,1,11,1,39,21,1,14,1,34.4%,0.185,1.695,1.879,0.119,1.432,1.552,0.717,4.302,5.019,0.076,0.696,0.772,198,3.0%,36,89,0,0,0.00%
Max Pacioretty,MTL,25,F,73,39,21,60,35,8,18:29,14:25,3:01,1:03,28,10,1,11,2,14,7,0,3,2,42,17,1,14,4,28.3%,1.734,0.933,2.667,1.596,0.798,2.394,2.723,1.906,4.629,0.534,0.288,0.822,270,14.4%,69,33,6,4,60.00%
Marian Hossa,CHI,34,F,72,30,30,60,20,28,18:16,14:43,2:13,1:19,23,4,3,4,0,20,9,1,3,1,43,13,4,7,1,21.7%,1.368,1.368,2.736,1.302,1.132,2.434,1.501,3.377,4.879,0.417,0.417,0.833,241,12.5%,43,26,1,2,33.33%
Jason Pominville,MIN,31,F,82,30,30,60,16,3,18:35,15:02,3:27,0:04,23,7,0,5,0,20,10,0,6,0,43,17,0,11,0,28.3%,1.181,1.181,2.362,1.118,0.972,2.091,1.479,2.113,3.592,0.366,0.366,0.732,226,13.3%,23,31,87,72,54.72%
Wayne Simmonds,PHI,25,F,82,29,31,60,106,-4,16:46,13:19,3:23,0:02,14,15,0,4,0,22,9,0,6,1,36,24,0,10,1,40.0%,1.265,1.353,2.618,0.768,1.208,1.976,3.229,1.938,5.167,0.354,0.378,0.732,209,13.9%,132,35,1,1,50.00%
Paul Stastny,COL,28,F,71,25,35,60,22,9,18:23,15:24,2:22,0:36,21,4,0,4,1,23,11,1,3,1,44,15,1,7,2,25.0%,1.149,1.608,2.757,1.152,1.262,2.413,1.424,3.916,5.34,0.352,0.493,0.845,150,16.7%,54,46,655,555,54.13%
T.J. Oshie,STL,27,F,79,21,39,60,42,19,18:59,14:29,2:43,1:45,14,5,2,5,1,28,10,1,5,0,42,15,3,10,1,25.0%,0.84,1.56,2.4,0.734,1.467,2.201,1.395,2.79,4.185,0.266,0.494,0.759,152,13.8%,77,54,28,38,42.42%
Milan Lucic,BOS,25,F,80,24,35,59,91,30,17:22,15:00,2:20,0:00,21,3,0,5,1,26,9,0,11,0,47,12,0,16,1,20.3%,1.036,1.511,2.547,1.049,1.299,2.348,0.958,2.874,3.832,0.3,0.438,0.738,153,15.7%,240,22,61,70,46.56%
Ondrej Palat,TBL,22,F,81,23,36,59,20,32,18:02,14:19,1:37,2:04,18,3,2,3,0,26,8,2,6,0,44,11,4,9,0,18.6%,0.945,1.479,2.423,0.93,1.344,2.274,1.365,3.639,5.004,0.284,0.444,0.728,165,13.9%,146,64,5,32,13.51%
Mats Zuccarello,NYR,26,F,77,19,40,59,32,11,17:08,13:57,2:36,0:33,14,4,1,4,0,27,13,0,8,0,41,17,1,12,0,28.8%,0.864,1.819,2.682,0.782,1.507,2.289,1.192,3.873,5.064,0.247,0.519,0.766,170,11.2%,116,41,3,5,37.50%
Kyle Turris,OTT,24,F,82,26,32,58,39,22,18:43,14:35,2:24,1:44,18,6,2,5,0,23,8,1,6,0,41,14,3,11,0,24.1%,1.016,1.25,2.266,0.903,1.154,2.057,1.823,2.431,4.254,0.317,0.39,0.707,215,12.1%,45,33,724,705,50.66%
Valtteri Filppula,TBL,29,F,75,25,33,58,20,5,19:58,15:32,3:21,1:04,19,6,0,2,0,19,14,0,8,2,38,20,0,10,2,34.5%,1.001,1.321,2.322,0.978,0.978,1.956,1.426,3.328,4.754,0.333,0.44,0.773,131,19.1%,33,33,693,633,52.26%
Frans Nielsen,NYI,29,F,80,25,33,58,8,-11,18:20,12:44,3:25,2:09,18,5,2,0,0,17,15,1,5,0,35,20,3,5,0,34.5%,1.022,1.35,2.372,1.059,1.0,2.059,1.093,3.28,4.373,0.313,0.413,0.725,167,15.0%,39,47,534,550,49.26%
David Perron,EDM,25,F,78,28,29,57,90,-16,19:07,15:49,2:49,0:28,19,8,1,2,0,24,5,0,3,1,43,13,1,5,1,22.8%,1.126,1.166,2.293,0.924,1.167,2.091,2.174,1.359,3.533,0.359,0.372,0.731,220,12.7%,116,20,13,26,33.33%
David Backes,STL,29,F,74,27,30,57,119,14,19:32,14:58,2:38,1:55,17,10,0,5,1,24,6,0,6,0,41,16,0,11,1,28.1%,1.12,1.244,2.364,0.92,1.299,2.219,3.061,1.837,4.898,0.365,0.405,0.77,165,16.4%,273,56,621,580,51.71%
Jussi Jokinen,PIT,30,F,81,21,36,57,18,12,15:42,13:23,2:16,0:02,15,6,0,4,0,21,15,0,4,1,36,21,0,8,1,36.8%,0.991,1.698,2.689,0.83,1.162,1.992,1.948,4.87,6.818,0.259,0.444,0.704,172,12.2%,34,31,160,139,53.51%
Derek Stepan,NYR,23,F,82,17,40,57,18,12,18:03,14:11,2:42,1:10,12,5,0,2,0,24,13,3,8,0,36,18,3,10,0,31.6%,0.689,1.621,2.31,0.619,1.238,1.857,1.353,3.518,4.871,0.207,0.488,0.695,199,8.5%,30,46,683,829,45.17%
Zach Parise,MIN,29,F,67,29,27,56,30,10,20:25,16:03,3:20,1:02,14,14,1,5,0,21,6,0,6,0,35,20,1,11,0,35.7%,1.271,1.184,2.455,0.781,1.171,1.952,3.758,1.61,5.368,0.433,0.403,0.836,245,11.8%,70,45,10,14,41.67%
Jaden Schwartz,STL,21,F,80,25,31,56,27,28,17:31,14:13,1:46,1:32,17,5,3,1,0,26,5,0,11,0,43,10,3,12,0,17.9%,1.07,1.326,2.396,0.897,1.372,2.268,2.116,2.116,4.233,0.313,0.388,0.7,188,13.3%,54,32,44,34,56.41%
Shea Weber,NSH,28,D,79,23,33,56,52,-2,26:54,21:10,3:07,2:36,11,12,0,4,1,19,14,0,6,0,30,26,0,10,1,46.4%,0.649,0.932,1.581,0.394,0.681,1.076,2.92,3.407,6.326,0.291,0.418,0.709,195,11.8%,169,173,0,0,0.00%
Dustin Byfuglien,WPG,28,D,78,20,36,56,86,-20,23:05,17:59,3:27,1:37,12,8,0,1,1,18,18,0,2,1,30,26,0,3,2,46.4%,0.666,1.2,1.866,0.513,0.769,1.282,1.78,4.004,5.783,0.256,0.462,0.718,256,7.8%,213,80,0,2,0.00%
Ryan Nugent-Hopkins,EDM,20,F,80,19,37,56,26,-12,20:23,16:09,2:59,1:14,13,6,0,4,1,23,14,0,4,1,36,20,0,8,2,35.7%,0.699,1.361,2.059,0.603,1.068,1.671,1.503,3.508,5.011,0.238,0.463,0.7,178,10.7%,72,35,543,737,42.42%
Clarke MacArthur,OTT,28,F,79,24,31,55,78,12,17:38,13:34,2:35,1:27,15,8,1,5,1,22,7,2,3,0,37,15,3,8,1,27.3%,1.034,1.335,2.369,0.839,1.23,2.069,2.347,2.054,4.401,0.304,0.392,0.696,159,15.1%,108,20,15,17,46.88%
Victor Hedman,TBL,23,D,75,13,42,55,53,5,22:26,17:47,2:29,2:09,10,3,0,2,0,25,11,6,7,1,35,14,6,9,1,25.5%,0.464,1.497,1.961,0.45,1.124,1.574,0.965,3.538,4.502,0.173,0.56,0.733,170,7.7%,86,101,0,0,0.00%
Jeff Skinner,CAR,21,F,71,33,21,54,22,-14,17:11,14:04,3:05,0:01,22,11,0,6,1,12,9,0,5,0,34,20,0,11,1,37.0%,1.622,1.032,2.654,1.321,0.721,2.042,3.007,2.46,5.467,0.465,0.296,0.761,274,12.0%,22,8,23,28,45.10%
Logan Couture,SJS,24,F,65,23,31,54,20,21,18:56,14:10,3:23,1:21,17,4,2,6,0,20,9,2,7,1,37,13,4,13,1,24.1%,1.121,1.511,2.632,1.107,1.302,2.409,1.087,2.445,3.532,0.354,0.477,0.831,233,9.9%,16,68,479,471,50.42%
Andrew Ladd,WPG,28,F,78,23,31,54,57,8,19:43,14:56,2:43,2:03,19,4,0,2,0,21,8,2,6,1,40,12,2,8,1,22.2%,0.897,1.209,2.106,0.978,1.081,2.058,1.132,2.264,3.396,0.295,0.397,0.692,189,12.2%,154,42,24,38,38.71%
Jirí Hudler,CGY,29,F,75,17,37,54,16,4,18:50,15:39,3:06,0:04,15,2,0,1,1,26,11,0,8,0,41,13,0,9,1,24.1%,0.722,1.571,2.292,0.766,1.328,2.094,0.514,2.827,3.341,0.227,0.493,0.72,109,15.6%,35,15,4,18,18.18%
Mikko Koivu,MIN,30,F,65,11,43,54,24,0,20:56,16:05,3:26,1:23,9,2,0,4,0,25,16,2,7,0,34,18,2,11,0,33.3%,0.485,1.896,2.381,0.516,1.434,1.95,0.535,4.281,4.816,0.169,0.662,0.831,147,7.5%,33,32,719,592,54.84%
Brad Marchand,BOS,25,F,82,25,28,53,64,36,15:56,13:53,0:29,1:33,19,1,5,5,1,27,1,0,5,1,46,2,5,10,2,3.8%,1.147,1.285,2.432,1.0,1.422,2.422,1.464,1.464,2.928,0.305,0.341,0.646,149,16.8%,73,23,6,17,26.09%
Patric Hörnqvist,NSH,26,F,76,22,31,53,28,1,16:51,13:55,2:55,0:00,15,7,0,6,0,21,10,0,3,0,36,17,0,9,0,32.1%,1.03,1.452,2.482,0.85,1.19,2.041,1.892,2.704,4.596,0.289,0.408,0.697,248,8.9%,77,34,0,6,0.00%
Patrik Elias,NJD,37,F,65,18,35,53,30,-4,17:52,13:33,2:28,1:51,12,4,2,1,1,18,13,4,3,3,30,17,6,4,4,32.1%,0.929,1.807,2.736,0.817,1.226,2.043,1.496,4.862,6.358,0.277,0.538,0.815,116,15.5%,26,19,276,401,40.77%
P.K. Subban,MTL,24,D,82,10,43,53,81,-4,24:36,19:17,4:39,0:40,6,4,0,1,1,24,19,0,6,1,30,23,0,7,2,43.4%,0.297,1.278,1.575,0.228,0.911,1.138,0.628,2.982,3.61,0.122,0.524,0.646,204,4.9%,135,125,0,0,0.00%
Keith Yandle,PHX,27,D,82,8,45,53,63,-23,24:08,19:32,4:23,0:12,5,3,0,2,1,17,28,0,6,0,22,31,0,8,1,58.5%,0.242,1.364,1.606,0.187,0.636,0.823,0.5,4.663,5.163,0.098,0.549,0.646,241,3.3%,22,105,0,0,0.00%
Craig Smith,NSH,24,F,79,24,28,52,22,16,16:23,14:19,2:03,0:01,17,7,0,4,1,25,3,0,2,0,42,10,0,6,1,19.2%,1.111,1.297,2.408,0.901,1.325,2.227,2.589,1.11,3.699,0.304,0.354,0.658,215,11.2%,54,21,3,16,15.79%
Scott Hartnell,PHI,31,F,78,20,32,52,103,11,16:52,13:30,3:18,0:04,11,9,0,3,0,21,11,0,3,0,32,20,0,6,0,38.5%,0.911,1.458,2.37,0.627,1.196,1.823,2.094,2.559,4.654,0.256,0.41,0.667,207,9.7%,155,39,4,14,22.22%
David Desharnais,MTL,27,F,79,16,36,52,24,11,17:12,14:22,2:41,0:07,13,3,0,2,1,24,12,0,8,2,37,15,0,10,3,28.8%,0.706,1.59,2.296,0.687,1.268,1.954,0.847,3.389,4.236,0.203,0.456,0.658,96,16.7%,23,35,611,591,50.83%
Matt Moulson,MIN,30,F,75,23,28,51,34,2,17:58,14:50,3:05,0:01,14,9,0,5,1,18,10,0,2,1,32,19,0,7,2,37.3%,1.024,1.247,2.271,0.754,0.97,1.724,2.328,2.587,4.914,0.307,0.373,0.68,176,13.1%,46,43,2,7,22.22%
Radim Vrbata,PHX,32,F,80,20,31,51,22,-6,17:57,14:45,2:48,0:24,10,10,0,2,0,20,11,0,4,0,30,21,0,6,0,41.2%,0.835,1.295,2.13,0.508,1.017,1.525,2.678,2.946,5.624,0.25,0.388,0.638,263,7.6%,68,27,17,26,39.53%
Brad Richards,NYR,33,F,82,20,31,51,18,-8,18:41,14:58,3:40,0:01,15,5,0,2,0,17,14,0,7,0,32,19,0,9,0,37.3%,0.783,1.214,1.997,0.733,0.83,1.563,0.995,2.785,3.779,0.244,0.378,0.622,259,7.7%,24,43,512,517,49.76%
Reilly Smith,BOS,22,F,82,20,31,51,14,28,14:42,13:03,1:38,0:00,14,6,0,3,0,23,8,0,5,0,37,14,0,8,0,27.5%,0.995,1.542,2.537,0.784,1.289,2.073,2.68,3.574,6.254,0.244,0.378,0.622,146,13.7%,63,14,0,2,0.00%
Mikkel Bødker,PHX,24,F,82,19,32,51,20,-9,17:24,14:58,2:12,0:14,14,5,0,1,0,21,11,0,4,0,35,16,0,5,0,31.4%,0.798,1.344,2.143,0.684,1.027,1.711,1.661,3.653,5.314,0.232,0.39,0.622,166,11.5%,105,16,3,4,42.86%
David Legwand,DET,33,F,83,14,37,51,61,-17,16:58,14:00,2:50,0:07,8,6,0,4,0,24,13,0,8,1,32,19,0,12,1,37.3%,0.596,1.575,2.172,0.413,1.239,1.651,1.523,3.301,4.824,0.169,0.446,0.614,146,9.6%,49,38,585,571,50.61%
Alex Pietrangelo,STL,23,D,81,8,43,51,32,20,25:21,19:11,2:48,3:21,6,2,0,1,0,26,16,1,9,1,32,18,1,10,1,35.3%,0.234,1.256,1.49,0.232,1.004,1.235,0.528,4.22,4.748,0.099,0.531,0.63,164,4.9%,24,164,0,0,0.00%
James Wisniewski,CBJ,29,D,75,7,44,51,61,0,22:37,16:58,3:39,1:59,4,3,0,1,0,19,25,0,9,2,23,28,0,10,2,54.9%,0.248,1.556,1.804,0.189,0.895,1.084,0.657,5.479,6.137,0.093,0.587,0.68,166,4.2%,101,73,0,0,0.00%
Jeff Carter,LAK,28,F,72,27,23,50,44,8,18:57,14:10,3:16,1:30,18,8,1,5,1,17,6,0,6,1,35,14,1,11,2,28.0%,1.187,1.011,2.199,1.059,1.0,2.058,2.039,1.529,3.568,0.375,0.319,0.694,256,10.6%,68,29,336,308,52.17%
Tyler Johnson,TBL,23,F,82,24,26,50,26,23,18:47,14:15,2:30,2:01,14,5,5,4,0,20,5,1,3,0,34,10,6,7,0,20.0%,0.935,1.013,1.948,0.719,1.027,1.746,1.461,1.461,2.922,0.293,0.317,0.61,181,13.3%,55,37,614,661,48.16%
Nazem Kadri,TOR,23,F,78,20,30,50,67,-11,17:23,14:51,2:22,0:08,13,7,0,2,1,19,11,0,2,0,32,18,0,4,1,36.0%,0.885,1.327,2.212,0.673,0.983,1.656,2.264,3.557,5.821,0.256,0.385,0.641,148,13.5%,141,34,510,617,45.25%
Brandon Dubinsky,CBJ,27,F,76,16,34,50,98,5,18:46,14:01,2:36,2:09,10,4,2,2,0,26,6,2,4,0,36,10,4,6,0,20.0%,0.673,1.43,2.102,0.563,1.464,2.027,1.214,1.82,3.034,0.211,0.447,0.658,189,8.5%,234,39,586,521,52.94%
